title,description,photographer,date original,date is approximate?,subject,latitude,longitude,source,holding institution,format original,type,format digital,digital publisher,identifier,digital identifier,rights,rightsstatement,date digital,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,,objectid
Notetaking Students [01],Students taking notes at a long desk or table.,,1984,y,students; classrooms; notes (documents); universities (institution),,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-248,PG52-248.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/244,244,261.jp2,/p17254coll3/image/261.jp2,,argonautphotos244
Theater Student,Theater student in costume of possibly either a farm girl/boy or a scarecrow.,,1985,y,theater (discipline); plays (performing arts composition); stage plays; acting; costumes,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-296,PG52-296.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/245,245,403.jp2,/p17254coll3/image/403.jp2,,argonautphotos245
Frank Cronk,Students watch Professor Frank Cronk in a pottery class at the University of Idaho.,,1984,y,art; pottery; students; professors (teacher); classrooms; universities (institution),,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-235,PG52-235.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/246,246,48.jp2,/p17254coll3/image/48.jp2,,argonautphotos246
Melinda Varns,Melinda Varns,,1985,y,sports; volleyball; athletes; competitions; portraits,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-610,PG52-610.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/247,247,585.jp2,/p17254coll3/image/585.jp2,,argonautphotos247
Idaho Football Player No. 17 [03],"Idaho football player, wearing jersey number 17, throwing the ball.",,1985,y,sports; American football (sports); universities (institution),,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-375,PG52-375.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/248,248,405.jp2,/p17254coll3/image/405.jp2,,argonautphotos248
Shattuck Arboretum [04],Snowy view of the University of Idaho water tower from the Shattuck Arboretum on the University of Idaho campus. Students tread through the snow.,Leo Ames,1985,y,winter; snow; students; universities (institution); trees; arboretums; water towers,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-227,PG52-227.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/249,249,250.jp2,/p17254coll3/image/250.jp2,,argonautphotos249
Steve Seman,"Steve Seman, Senior Offensive Guard, U of I football.",,1985,y,sports; athletes; American football (sports); students,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-646,PG52-646.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/250,250,497.jp2,/p17254coll3/image/497.jp2,,argonautphotos250
Binocular Microscope [01],Three men around a binocular microscope. One man is sitting and adjusting the microscope while the others watch.,,1983,y,equipment; science; binocular microscopes,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-261,PG52-261.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/251,251,257.jp2,/p17254coll3/image/257.jp2,,argonautphotos251
Percussionists in the rain,The U of I Marching Band's percussionists. One of the student musicians is wearing an umbrella hat.,,1983-12,,rain; percussionists; umbrellas; drums; marching bands,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-501,PG52-501.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/252,252,348.jp2,/p17254coll3/image/348.jp2,,argonautphotos252
Students playing baseball,Students playing baseball.,,1985,y,basketball; sports; jerseys,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-028,PG52-028.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/253,253,224.jp2,/p17254coll3/image/224.jp2,,argonautphotos253
"Raymond Brown, Center, Forward","Raymond Brown, Center, Forward",,1983,y,sports; basketball; athletes; portraits,,,"PG52, The Argonaut Photograph Collection","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",photograph,Image; StillImage,image/jpg,University of Idaho Library Digital Initiatives,PG52-110,PG52-110.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2019-01-28,eng,,,2019-01-29,2019-01-29,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/p17254coll3/id/254,254,275.jp2,/p17254coll3/image/275.jp2,,argonautphotos254
