title,description,creator,contributors,source,date,date is approximate,subject,location,latitude,longitude,identifier,rights,rightsstatement,type,format,format-original,language,file name,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Teaching Certificate of Marian Smith,"The Idaho State Board of Education certified that Marian Smith was accredited to work in all high schools in the state of Idaho on September 1, 1939",,LeNelle McInturff,,1939-09-01,no,certificates; high schools (institutions); secondary education,"Boise, ID",43.603395,-116.204318,CH_McInturffL_005,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,image/jpg,Document,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/182,182,183.jp2,/lcheritage/image/183.jp2,lcheritage182
Grade School Certificate of Marian Smith,"This Public School Diploma was awarded to Marian Smith upon the completion of elementary school. Marian attended Smith School, District #35 in Latah County, ID.",,LeNelle McInturff,,1930-04-18,no,diplomas; elementary schools (institutions); certificates,"Blaine, ID",46.658205,-116.994575,CH_McInturffL_004,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,image/jpg,Document,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/183,183,184.jp2,/lcheritage/image/184.jp2,lcheritage183
Cosmetician Certificate of Marian Smith,"Marian (name mis-spelled on certificate) became a registered cosmetician on April 3, 1940 after attending the Youngblood School of Cosmetology.",,LeNelle McInturff,,1940-04-03,no,certificates; vocational schools (institutions),"Moscow, ID",46.72953,-117.001124,CH_McInturffL_006,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,image/jpg,Document,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/184,184,185.jp2,/lcheritage/image/185.jp2,lcheritage184
Confirmation Certificate for Nellie Eid,"A Confirmation certificate for Nellie (name mis-spelled on certificate) Eid upon her being confirmed into the Methodist Church on October 1, 1904. Written In Norwegian, for Methodist Church",,LeNelle McInturff,,1904-10-01,yes,religion; confirmations (religious ceremonies); families,"Blaine, ID",46.656108,-116.948029,CH_McInturffL_010,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,image/jpg,Document,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/185,185,186.jp2,/lcheritage/image/186.jp2,lcheritage185
Baptism certificate for Nellie Eid,"Baptism certificate for Nellie Eid from the Methodist Church in Blaine. The certificate has both Blaine, Idaho and Moscow, Idaho written as the place of birth.",,LeNelle McInturff,,1891-06-27,no,religion; baptisms; certificates; families,"Blaine, ID",46.656004,-116.948168,CH_McInturffL_009,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,image/jpg,Document,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/186,186,187.jp2,/lcheritage/image/187.jp2,lcheritage186
Letter from Bert Hopkins to his mother,"Letter on Hotel Moscow stationary from Bert Hopkins to his mother before he married his wife. He references the redhead in St. Paul, which is his future wife. Bert was staying at Hotel until he moved into 521 A ST. Mentions Dean Eldridge, Professor Cushman in Dramatics, President Kelly, and the assistant to the president, Dean Masterson, and others.",,Elizabeth Stevens,,1931-01-01,yes,hotels; moving; rural communities; university of idaho; teachers; professors,Hotel Moscow,46.731876,-117.001877,CH_StevensE_002,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,application/pdf,letter,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/187,187,188.pdf,/lcheritage/image/188.pdf,lcheritage187
Bert Hopkins with fish on Lake Pend Oreille,"Bert Hopkins with fish on Lake Pend Oreille. Fish was 5 and half pounds and 24 inches, per back of photograph.",,Elizabeth Stevens,,1937-04-06,no,fishing; boats; rivers,Lake Pend Oreille,48.134967,-116.429632,CH_StevensE_001,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/188,188,189.jp2,/lcheritage/image/189.jp2,lcheritage188
Letter to Bill Hopkins from Bert Hopkins,"A letter from Bert Hopkins to his son, Bill, providing further details of a previous letter about climbing Moscow Mountain and describing the Palouse area in further detail","Hopkins, Bert",Elizabeth Stevens,,1984-03-06,no,hiking; professors; teachers; rural communities,"Moscow, Idaho",46.8161,-116.952342,CH_StevensE_009,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,application/pdf,letter,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/189,189,190.pdf,/lcheritage/image/190.pdf,lcheritage189
Six Women and Four Babies in Moscow,"Sammy Bragdan's birthday party. Betty Bragdan, mother, also in picture. Left to right: unkown woman; Betty Bragdan and son Sammy; unknown woman; Marie Hopkins with son Bill; unknown woman and child. Possibly pictured:",,Elizabeth Stevens,,1944-04-22,no,children; childhood; parties; friendship; rural communities,Fort Russell,46.733334,-116.992716,CH_StevensE_003,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/190,190,191.jp2,/lcheritage/image/191.jp2,lcheritage190
Four men outside a tent,"Bert Hopkins with friends camping in Latah County. Two of the men are in their undergarments, while one man is standing in suspenders and trousers.",,Elizabeth Stevens,,1930-01-01,yes,camping; tents; men,Latah County,46.817637,-116.802045,CH_StevensE_004,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/191,191,192.jp2,/lcheritage/image/192.jp2,lcheritage191
Baby photograph of Billy Hopkins,Billy Hopkins pictured as a baby.,,Elizabeth Stevens,,1943-01-01,yes,children; portraits,"Moscow, Idaho",46.732889,-117.001661,CH_StevensE_005,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/192,192,193.jp2,/lcheritage/image/193.jp2,lcheritage192
Letter to Bill Hopkins from Bert Hopkins on letterhead from the University of Connecticut,"A letter from Bert Hopkins to his son, Bill, relating a story from Bert's early teaching days at the University of Idaho of a climb on Moscow Mountain",,Elizabeth Stevens,,1984-03-04,no,hiking; professors; teachers; rural communities,"Moscow, Idaho",46.810886,-116.915567,CH_StevensE_010,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,application/pdf,letter,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/193,193,194.pdf,/lcheritage/image/194.pdf,lcheritage193
Photograph of Bert Hopkins,"Bert Hopkins standing in front of a brick academic building, wearing a hat and overcoat",,Elizabeth Stevens,,1945-01-01,yes,colleges and universities; teachers; professors,"Moscow, Idaho",46.725258,-117.010895,CH_StevensE_006,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/194,194,195.jp2,/lcheritage/image/195.jp2,lcheritage194
Photograph of Bert Hopkins with a colleague,Bert Hopkins and a colleague standing near an academic building in tennis clothing,,Elizabeth Stevens,,1945-01-01,yes,colleges and universities; professors; tennis,"Moscow, Idaho",46.725,-117.00934,CH_StevensE_007,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/195,195,196.jp2,/lcheritage/image/196.jp2,lcheritage195
Photograph of an unknown woman,"Photograph of an unknown woman leaning on a brick building, presumed to be on campus",,Elizabeth Stevens,,1945-01-01,yes,colleges and universities; teachers; professors,"Moscow, Idaho",46.724614,-117.009863,CH_StevensE_008,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/196,196,197.jp2,/lcheritage/image/197.jp2,lcheritage196
William Hays Hopkins Birth Certificate from Gritman,"A birth certificate for William Hays Hopkins from 1943 of a birth in Gritman Medical Center in Moscow, Idaho.",,Elizabeth Stevens,,1943-08-05,no,childbirth; rural communities; hospitals,"Moscow, Idaho",46.728887,-117.001061,CH_StevensE_SB001,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,image/jpg,certificate,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/197,197,198.jp2,/lcheritage/image/198.jp2,lcheritage197
Christmas Card Featuring photo of house,This Christmas Card features a photograph of the family home at 521 A ST and was sent by their landlady with holiday greetings.,,Elizabeth Stevens,,1938-01-01,yes,cards; families; houses; winter; customs,"Moscow, Idaho",46.734493,-116.995001,CH_StevensE_SB002,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,application/pdf,card,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/198,198,199.pdf,/lcheritage/image/199.pdf,lcheritage198
Gritman Hospital,Black and white photograph of Gritman Hospital,,Elizabeth Stevens,,1943-01-01,yes,hospitals; childbirth; rural communities,"Moscow, Idaho",46.728573,-117.001073,CH_StevensE_SB003,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,photograph,eng,,,2017-03-13,2017-03-13,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/199,199,200.jp2,/lcheritage/image/200.jp2,lcheritage199
