title,description,creator,recipient,date,date-is-approximate?,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,reference-url,cdmid,contentdm-file-name,contentdm-file-path,objectid
Untitled letter accompanying Lesson Six,A form letter from Frank B. Robinson sent with Lesson six. Robinson encourages the student to study carefully.,"Robinson, Frank B.",Dear Friend and Student,1932,yes,single-page; form letters,God-Law; Lesson;,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1196,1196,923.pdf,/psychiana/image/923.pdf,psychiana1196
"The Psychiana Bulletin, July 1950","Bulletin includes a primary article discussing the nature and creation of light and darkness. Another article compares life to a card game, discussing the nature of fate and changing the 'cards we are dealt.' Also includes stories written for children, letters from students, Q and A, and other articles.",The Wayfarer'; Various,,1950-07-01,,multiple-page; bulletins,Psychiana Bulletin,Light; Darkness; God-Law; Success; Testimonials,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 4, Folder 26",MG101_b4_f26_025,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1197,1197,924.pdf,/psychiana/image/924.pdf,psychiana1197
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson Six,A form letter from Frank B. Robinson with lesson six. Robinson asks his students to study carefully and to honor their financial commitments.,"Robinson, Frank B.",Dear Fellow-Student,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Faithful; Donations; Questions,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_027,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1198,1198,925.pdf,/psychiana/image/925.pdf,psychiana1198
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson Three,A form letter from Frank B. Robinson with lesson three. Robinson offers you glimpses of the magnitude of the POWER.,"Robinson, Frank B.",Dear Fellow-Student,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Questions,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_024,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1199,1199,926.pdf,/psychiana/image/926.pdf,psychiana1199
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson 8,A form letter from Frank B. Robinson with lesson eight. Robinson asks his students to join the 'ONE-A-DAY' club.,"Robinson, Frank B.",Dear Fellow-Student,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; One-A-Day Club; Questions,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_028,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1200,1200,927.pdf,/psychiana/image/927.pdf,psychiana1200
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson Ten,A form letter from Frank B. Robinson with lesson ten. Robinson reminds his students to meet their financial commitments to Psychiana.,"Robinson, Frank B.",,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Questions,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_029,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1201,1201,928.pdf,/psychiana/image/928.pdf,psychiana1201
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson 11,A form letter from Frank B. Robinson with lesson eleven. Robinson tells his students to write to his assistant if they need help understanding the lessons.,"Robinson, Frank B.",Dear Fellow-Student,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Dr. C. W. Tenney; One-A-Day Club; Questions,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_030,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1202,1202,929.pdf,/psychiana/image/929.pdf,psychiana1202
"The Psychiana Bulletin, February 1952","Bulletin includes articles about better living, knowing God, and about seeking out one's goals despite popular opinion or what would be considered standard or orthodox. Bulletin also includes Q and A and advertisements for Frank B. Robinson's books.","Bach, Marcus; 'The Wayfarer'; Various",,1952-02-01,,multiple-page; bulletins,Psychiana Bulletin,Motivation; Seeking Goals; Talking with God; Testimonials; Robinson's Books,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 4, Folder 26",MG101_b4_f26_008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1203,1203,930.pdf,/psychiana/image/930.pdf,psychiana1203
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson 12,A form letter from Frank B. Robinson with lesson twelve. Robinson tells his students about the 'real' you.,"Robinson, Frank B.",,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Questions,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_031,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1204,1204,931.pdf,/psychiana/image/931.pdf,psychiana1204
Psychiana a Movement of the Spirit of God on the Earth Letter of Transmission with Lesson 13,A form letter from Frank B. Robinson with lesson twelve. Robinson tells his students remember the exercises and to share with others about Psychiana.,"Robinson, Frank B.",,1938,yes,single-page; form letters,Lessons; Power; Realm of the Spirit of God; Questions,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 22",MG101_b7_f22_032,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1205,1205,932.pdf,/psychiana/image/932.pdf,psychiana1205
