file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,Badger Meadows Camp,Leo's Studio,"Aerial view of Badger Meadows CCC Camp, F-158 Company 557. Roof of building reads: 'F-158'. Next to road two words are visible, they read: 'Indiana' and 'Idaho'. At the top of the photo you can see that the creek has been dammed to form a swimming pond. Writing on the photo reads: 'Air view Badger Meadows CCC Camp F-158 Company 557 Leo's Studio'. Back of photo reads: 'Clearwater'.",1934,,F-158,C-557,aerial photographs; aerial views; rivers; swimming pools; barracks; tent structures; forests (plant communities),North Idaho Museum,"Badger Meadows; East Fork Potlatch River; Bovill, Idaho",46.8757,-116.2571,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_222,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/375,375,405.jpg,/cccidaho/image/405.jpg,cccidaho375
,Moscow Camp,Leo's Studio,"View of Moscow CCC Camp, SCS-1. Writing on the photo reads: 'Moscow CCC Camp SCS-1 Moscow, Idaho. Leo's Studio'.",1935,y,SCS-1,,barracks; buildings (structures); hill,North Idaho Museum,"Moscow, Idaho",46.7227,-116.9463,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_223,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/376,376,406.jpg,/cccidaho/image/406.jpg,cccidaho376
,Camp Bovill,Hodgins Foto,"View of CCC Camp Bovill, P-210, company 1279, near Bovill, Idaho. Writing on the photo reads: 'CCC Camp P-210 Bovill, Idaho. Hodgins Foto Moscow, Idaho'.",1935,,P-210,C-1279,barracks; buildings (structures); forest (plant communities),North Idaho Museum,"Bovill, Idaho",46.8583,-116.394,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_224,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/377,377,407.jpg,/cccidaho/image/407.jpg,cccidaho377
,Camp Collins,Hodgins Foto,"View of CCC Camp Collins, P-208 (also F-141), near Bovill, Idaho. Writing on the photo reads: 'CCC Camp P-208 At Collins Bovill, Idaho Hodgins Foto Moscow, Idaho'. Back of photo reads: 'Clearwater National Forest Collins'.",1935,y,P-208,,barracks; tent structures; roads; forests (plant communities); hills,North Idaho Museum,"Bovill, Idaho",46.8583,-116.394,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_225,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/378,378,408.jpg,/cccidaho/image/408.jpg,cccidaho378
,Elk River Camp,Leo's Studio,Aerial view of Elk River CCC Camp. Note geoglyphs that read: '1238' and 'F-138'. Writing on the photo reads: 'Air photo Elk River F-138 Company 1238 Leo's Studio'. Back of photo reads: 'p. 79 Elk River F-138 Company 1238'.,1934,y,F-138,C-1238,aerial photographs; aerial views; geoglyphs; barracks; tent structures; forests (plant communities),North Idaho Museum,"Elk River, Idaho",46.7828,-116.1802,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_226,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/379,379,409.jpg,/cccidaho/image/409.jpg,cccidaho379
,Spike Camp Set-Up,,Putting tarp roof on spike camp building.,1935,y,,,tent structures; roofs,Priest Lake Museum,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_006a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/380,380,410.jpg,/cccidaho/image/410.jpg,cccidaho380
,Spike Camp Set-Up,,Construction of a washroom at a spike camp.,1935,y,,,tent structures; hot water boilers; sinks (fixtures); shower stalls,Priest Lake Museum,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_007a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/381,381,411.jpg,/cccidaho/image/411.jpg,cccidaho381
,Spike Camp,,Aerial view of a spike camp.,1935,y,,,aerial views; tent structures; barracks; forests (plant communities),Priest Lake Museum,,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_008a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/382,382,412.jpg,/cccidaho/image/412.jpg,cccidaho382
,Splitting Shakes,,"Two men hand-splitting and re-sawing shakes, Headquarters, Idaho.",1942,,,,shake; froe; froe clubs; shavings (material),Priest Lake Museum,"Headquarters, Idaho",46.6298,-115.8092,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_009a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/383,383,413.jpg,/cccidaho/image/413.jpg,cccidaho383
,Granite Creek Spike Camp,,"CCC spike camp at Granite Creek, Idaho.",1935,y,,,tent structures; barracks; timber (lumber); group portrait; creeks (bodies of water),Priest Lake Museum,Granite Creek,,,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_010a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/384,384,414.jpg,/cccidaho/image/414.jpg,cccidaho384
,Aerial view of Camp Four Corners,Leo's Studio,"An aerial view of Camp Four Corners, F-164, Company 533, Priest River, Idaho. Writing on the photo says: 'Four Corners CCC Camp F-164 Co. 533 Air photo by Leo's Studio.'",1935,y,F-164,C-533,aerial views; aerial photographs; barracks; tent structures; forests (plant communities),Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_011a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/385,385,415.jpg,/cccidaho/image/415.jpg,cccidaho385
,Aerial view of Camp Four Corners,Leo's Studio,"An aerial view of Camp Four Corners, F-164, Company 533, Priest River, Idaho. Writing on the photo says: 'Four Corners CCC Camp F-164 Co. 533 Air photo by Leo's Studio.'",1935,y,F-164,C-533,aerial views; aerial photographs; barracks; tent structures; forests (plant communities),Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_012a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/386,386,416.jpg,/cccidaho/image/416.jpg,cccidaho386
,Four Corners Camp,"Leo's Studio; Best and Bradshaw, Wallace, Idaho","A view of Camp Four Corners, F-164, Company 533, Priest River, Idaho. Writing on the photo reads: 'CCC Camp 533 F-164 Priest River, Idaho.' The writing on the back of the photo reads: 'a picture of our street. The guy bending over is getting a drink. The building on the end is where we eat.'",1935,y,F-164,C-533,tent structures; barracks; flagpoles; drinking fountains,Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_014a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/387,387,417.jpg,/cccidaho/image/417.jpg,cccidaho387
,Three CCC Men,,"Three enrollees of company C-535 posing for a photo during the summer of 1934, at camp F-163 near Priest River Idaho. The back of the photo reads 'Four Corners Summer 1934 - CCC Company 535 Priest River, Idaho. Ed (Orzenski?) Claude (Smaully?) Ive Pullum'.",1934,,F-164,C-535,group portrait; tent structures; barracks,Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_015a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/388,388,418.jpg,/cccidaho/image/418.jpg,cccidaho388
,Forest and Military Personnel,"Best and Bradshaw, Wallace, Idaho","Forest and military personnel from camp F-164, Company 533, Priest River, Idaho. Writing on the photo reads: 'officers and forestry men'. Writing on the back of the photograph reads: 'Left to R. [Stnd?] J. McCormick, Oscour Webkiny (Camp Superintendent), [Stnd?] Westfall, Captain Meldrum, a forest ranger (don't know his name) Chaplain McDonnell.'",1935,y,F-164,C-533,group portraits; forest rangers; military personnel,Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_016a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/389,389,419.jpg,/cccidaho/image/419.jpg,cccidaho389
,Aerial view of Camp Four Corners,"Leo's Studio; Best and Bradshaw, Wallace, Idaho","An aerial view of Camp Four Corners, F-164, Company 533, Priest River, Idaho. Writing on the photo says: 'Four Corners CCC Camp F-164 Co. 533 Air photo by Leo's Studio.' Roof of main building reads 'F-164'.",1935,y,F-164,C-533,aerial views; aerial photographs; barracks; tent structures; forests (plant communities),Priest Lake Museum,"Priest Lake; Priest River, Idaho",48.2879,-116.9854,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_013a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/390,390,420.jpg,/cccidaho/image/420.jpg,cccidaho390
,Kalispell Bay Camp,Leo's Studio; Fred Blood,"A view of Camp Kalispell Bay CCC Camp F-142, Company 1994, Priest Lake, Idaho, 1935.",1935,,F-142,C-1994,barracks; timber (lumber),Priest Lake Museum,Kalispell Bay; Priest Lake,48.5621,-116.9286,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,PriestLakeMuseum_017a,Image;StillImage,Priest Lake Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/391,391,421.jpg,/cccidaho/image/421.jpg,cccidaho391
,Bungalow Camp Men,Leo's Studio,"Group photo of CCC men from Bungalow CCC Camp, F-193, posing with items found around the camp. Writing on the photo reads: 'Leo's Studio'. Back of photo reads: 'Bungalow Camp'.",1936,y,F-193,C-603,group portraits; unskilled workers; cooks,North Idaho Museum,"Pierce, Idaho; Jaype, Idaho",46.4903,-115.7988,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_227,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/392,392,422.jpg,/cccidaho/image/422.jpg,cccidaho392
,Bungalow Camp Men,Leo's Studio,"Group photo of uniformed CCC men standing at attention during retreat of the flag at Bungalow CCC Camp, F-193. Writing on the photo reads: 'Retreat Bungalow CCC Camp F-193 Company 603 Pierce, Idaho photo by Leo's Studio, Spokane.' Back of photo reads: 'Pierce, Idaho Bungalow'.",1936,y,F-193,C-603,group portraits; buildings (structures); creeks (bodies of water),North Idaho Museum,"Pierce, Idaho; Jaype, Idaho",46.4903,-115.7988,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_228,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/393,393,423.jpg,/cccidaho/image/423.jpg,cccidaho393
,CCC Fire Crew,"Swan, K.D.","Group photo of a CCC fire crew resting and eating after fighting the Spirit Lake Fire. Stamp on back of photo reads: 'If this photo is reproduced credit must be given as follows: 'Photo by K.D. Swan, courtesy U.S. Department of Agriculture, Forest Service.''",1939,,,,group portraits; firefighters; eating,North Idaho Museum,"Spirit Lake; Spirit Lake, Idaho",47.9669,-116.8694,black and white photograph,Idaho Civilian Conservation Corps,image/jpeg,NIM_USFSNF_229,Image;StillImage,North Idaho Museum,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2015-03-09,2015-03-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/394,394,424.jpg,/cccidaho/image/424.jpg,cccidaho394
