title,dates,start_date,end_date,year span,description,person of interest,document type,publisher,subject,location,file type,identifier_old,identifier,source,type,format,rightsstatement,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Long Valley Idaho: Picnics Folder,1/1/1970 - 8/1/1997,1970-01-01,1997-08-01,1970-1997,11 pages of subject files containing and related to Long Valley Idaho: Picnics,"Callender, Marilyn; Davis, Del; Erickson, Henry; Fowler, Dorothy; Patterson, Horace; Williams Lanning, Inez;",,Long Valley Advocate; The Star-News;,Pioneers; Reunions; Long Valley Picnic 1930; Pioneer Picnic;,Long Valley;,Subject Files,Long_Valley_Idaho-Picnics,LongValleyIdahoPicnics,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/661,661,662.pdf,/mccall/image/662.pdf,mccall661
Long Valley Idaho: Schools Folder,5/26/1908 - 3/27/1997,1908-05-26,1997-03-27,1908-1997,19 pages of subject files containing and related to Long Valley Idaho: Schools,,Personal Account; Program;,Idaho Statesman; The Star-News;,History; Teachers; Pioneers; Alpha Nos 1 & 2 school; Grassy Flat; Hillgrove School; Humphrey-Herrick School; Lardo School House; Lunch; Norwood School; Star School;,Long Valley;,Subject Files,Long_Valley_Idaho-Schools,LongValleyIdahoSchools,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/662,662,663.pdf,/mccall/image/663.pdf,mccall662
Long Valley Muzzleloaders Folder,8/26/1987 - 6/4/2001,1987-08-26,2001-06-04,1987-2001,4 pages of subject files containing and related to Long Valley Muzzleloaders,,,The Star-News;,Rendezvous; black-powder pistol; flintlock; Long Valley Muzzleloaders; rendezvous; Sater Meadows;,Long Valley;,Subject Files,Long_Valley_Muzzleloaders,LongValleyMuzzleloaders,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/663,663,664.pdf,/mccall/image/664.pdf,mccall663
Long Valley Newspapers Folder,10/27/1904 - 5/28/1988,1904-10-27,1988-05-28,1904-1988,16 pages of subject files containing and related to Long Valley Newspapers,,,Cascade News; The Long Valley Advocate; The Star-News;,Publications; Long Valley Advocate; Payette Lake Star; Star News; The Advocate;,"Cascade, ID; McCall, ID;",Subject Files,Long_Valley_Newspapers,LongValleyNewspapers,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/664,664,665.pdf,/mccall/image/665.pdf,mccall664
Little Salmon River Folder,2/27/1997 - 3/27/2008,1997-02-27,2008-03-27,1997-2008,7 pages of subject files containing and related to Little Salmon River,,,Idaho Statesman; The Star-News;,Flooding; Fishing; Little Salmon River; flood; logging; Pinehurst; mudslide,Meadows Valley;,Subject Files,Little_Salmon_River,LittleSalmonRiver,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/665,665,666.pdf,/mccall/image/666.pdf,mccall665
Long Valley Preservation Society Folder,6/17/1976 - 9/4/1997,1976-06-17,1997-09-04,1976-1997,31 pages of subject files containing and related to Long Valley Preservation Society,"Frank Eld; Larkin, Joe, Jim & John; Thomas Jarvie; Nellie Tobias; Wisdom, Dick;",Pamphlet;,Long Valley Advocate; The Star-News;,Roseberry Museum; Nelle Tobias Research Collection; Finnish; Founder's Award; Grover Miller House; Larkin; Long Valley Museum; Long Valley Preservation Society; Roseberry Ice Cream Social; steam tracktor; Thomas Jarvie cabin;,Long Valley;,Subject Files,Long_Valley_Preservation_Society,LongValleyPreservationSociety,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/666,666,667.pdf,/mccall/image/667.pdf,mccall666
Lookouts Folder,8/8/1962 - 8/12/2010,1962-08-08,2010-08-12,1962-2010,30 pages of subject files containing and related to Lookouts,,Personal Account;,Idaho Statesman; Payette Lakes Star; The Star-News;,U.S. Forest Service; SITPA; Forest Fire Lookout Association; CCC; Boise National Forest; Brundage Station; East Mountain; Gold Fork Rock Lookout; Long Tom Lookout; Miner's Peak fire lookout; No Business Lookout; Sheepeater lookout; Sturgill;,Boise National Forest; Payette National Forest;,Subject Files,Lookouts,Lookouts,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/667,667,668.pdf,/mccall/image/668.pdf,mccall667
Lost Valley Reservoir Folder,7/23/1987 - 5/24/1996,1987-07-23,1996-05-24,1987-1996,5 pages of subject files containing and related to Lost Valley Reservoir,,,Idaho Statesman; The Star-News;,Fishing; Camping; Boating;,Lost Valley Reservoir;,Subject Files,Lost_Valley_Reservoir,LostValleyReservoir,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/668,668,669.pdf,/mccall/image/669.pdf,mccall668
Lumber and Lumbering Folder,6/30/1914 - 9/13/2005,1914-06-30,2005-09-13,1914-2005,69 pages of subject files containing and related to Lumber and Lumbering,"Brown, Carl and Ida; Brown, Warren and Jayne; Morgan, J.I.;",Pamphlet;,Idaho Statesman; The Star-News;,Lumber; Lumbering; Logging; Boise Cascade Corporation; McCall Sawmill 1941-1984; Logs and Logging; U.S. Forest Service,"McCall, ID;",Subject Files,Lumber_and_Lumbering,LumberandLumbering,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/669,669,670.pdf,/mccall/image/670.pdf,mccall669
Little Ski Hill Folder,1/1/1940 - 12/8/2016,1940-01-01,2016-12-08,1940-2016,109 pages of subject files containing and related to Little Ski Hill,,Brochure; Photograph;,Idaho Statesman; The Star-News;,Skiing; Ski Jumping; McCall History; McCall Olympians; Winter Sports; Little Ski Hill; Ski Club; Ski club; Mini Mites; 50 year celebration; Slalom Derby;,"McCall, ID;",Subject Files,Little_Ski_Hill,LittleSkiHill,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/670,670,671.pdf,/mccall/image/671.pdf,mccall670
Master Gardeners Folder,5/25/1995 - 5/25/1995,1995-05-25,1995-05-25,1995-1995,2 pages of subject files containing and related to Master Gardeners,,,The Star-News;,University of Idaho; Gardening;  Charlie's Gardens; Community Gardens; Master Gardener;,Long Valley,Subject Files,Master_Gardeners,MasterGardeners,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/671,671,672.pdf,/mccall/image/672.pdf,mccall671
McCall College Folder,2/16/2012 - 10/15/2015,2012-02-16,2015-10-15,2012-2015,15 pages of subject files containing and related to McCall College,"Williams, Dr. L. Bryan;",,The Star-News;,"College; Curriculum; Staff; Board; Community College; McCall College Foundation, Inc.; McCall Community Improvement Corporation; Park Place Professional Center;","McCall, ID;",Subject Files,McCall_College,McCallCollege,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/672,672,673.pdf,/mccall/image/673.pdf,mccall672
Lumber and Lumbering: Accidents Folder,6/28/1990 - 8/1/1996,1990-06-28,1996-08-01,1990-1996,2 pages of subject files containing and related to Lumber and Lumbering: Accidents,"Ritter, Earl; Ryan, Charles L.",,The Star-News;,"Boise, Cascade; helicopter accident; log hit;","Warren Summit; Pony Meadows; McCall, ID; Cascade, ID;",Subject Files,Lumber_and_Lumbering-Accidents,LumberandLumberingAccidents,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/673,673,674.pdf,/mccall/image/674.pdf,mccall673
McCall-Donnelly Schools I Folder,1/1/1927 - 12/31/1994,1927-01-01,1994-12-31,1927-1994,132 pages of subject files containing and related to McCall-Donnelly Schools I,,Census; Report; Programs,Idaho Statesman; The Star-News;,Boards; Taxes; Bonds; Teachers; Sites; Long Valley Schools; McCall-Donnelly Schools - Memories and  Reunions; McCall-Donnelly Schools - Sports; McCall-Donnelly Schools - Personnel; School Districts; Schools;,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools_I,McCallDonnellySchoolsI,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/674,674,675.pdf,/mccall/image/675.pdf,mccall674
McCall-Donnelly Schools II Folder,1/1/1995 - 12/31/2011,1995-01-01,2011-12-31,1995-2011,141 pages of subject files containing and related to McCall-Donnelly Schools II,,,The Star-News;,Education Foundation; Exchange Students; Sports; Long Valley Schools; McCall-Donnelly Schools - Memories and  Reunions; McCall-Donnelly Schools - Sports; McCall-Donnelly Schools - Personnel; School Districts; Schools; Drama students,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools_II,McCallDonnellySchoolsII,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/675,675,676.pdf,/mccall/image/676.pdf,mccall675
McCall-Donnelly Schools III Folder,1/1/2012 - 12/31/2014,2012-01-01,2014-12-31,2012-2014,274 pages of subject files containing and related to McCall-Donnelly Schools III,,,The Star-News;,Special Education; Menus; Environment Studies; Health Studies; Long Valley Schools; McCall-Donnelly Schools - Memories and  Reunions; McCall-Donnelly Schools - Sports; McCall-Donnelly Schools - Personnel; School Districts; Schools;,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools_III,McCallDonnellySchoolsIII,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/676,676,677.pdf,/mccall/image/677.pdf,mccall676
McCall-Donnelly Schools IV Folder,1/8/2015 - 4/6/2017,2015-01-08,2017-04-06,2015-2017,192 pages of subject files containing and related to McCall-Donnelly Schools IV,"Wright, Sarah;",,The Star-News;,Special Education; Menus; Environment Studies; Health Studies; Snow Day; Student Awards; New Alternative School;,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools_IV,McCallDonnellySchoolsIV,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/677,677,678.pdf,/mccall/image/678.pdf,mccall677
McCall-Donnelly Schools: Memories and Reunions Folder,1/1/1969 - 6/10/2010,1969-01-01,2010-06-10,1969-2010,153 pages of subject files containing and related to McCall-Donnelly Schools: Memories and Reunions,"Coyle, Katie; Miller, Karla J.;  Zachary, Norman;",Personal Account; Written History,Payette Lakes Star;,Curriculum; Memories;,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools-Memories_and_Reunions,McCallDonnellySchoolsMemoriesandReunions,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/678,678,679.pdf,/mccall/image/679.pdf,mccall678
McCall-Donnelly Schools: Personnel Folder,1/1/1950 - 3/26/2015,1950-01-01,2015-03-26,1950-2015,59 pages of subject files containing and related to McCall-Donnelly Schools: Personnel,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Teachers; Principals; Superintendents; Awards; Personnel;,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools-Personnel,McCallDonnellySchoolsPersonnel,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/679,679,680.pdf,/mccall/image/680.pdf,mccall679
McCall-Donnelly Schools: Sports Folder,2/21/1935 - 7/7/2016,1935-02-21,2016-07-07,1935-2016,60 pages of subject files containing and related to McCall-Donnelly Schools: Sports,,,Idaho Statesman; The Long Valley Advocate; Payette Lakes Star; The Star-News;,Tournaments; Facilities; Teams; Coaches; Basketball; Cross-country; McCall-Donnelly Schools; McCall-Donnelly Vandals; Wrestling,"Donnelly, ID; McCall, ID;",Subject Files,McCall-Donnelly_Schools-Sports,McCallDonnellySchoolsSports,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/680,680,681.pdf,/mccall/image/681.pdf,mccall680
McCall Film Soceity Folder,1/2/2014 - 3/9/2017,2014-01-02,2017-03-09,2014-2017,10 pages of subject files containing and related to McCall Film Soceity,"Reich, Robert; Veal, Rory;",,The Star-News;,Films; Screen Writers; Films; movies; Alpine Playhouse events;,"McCall, ID;",Subject Files,McCall_Film_Soceity,McCallFilmSoceity,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/681,681,682.pdf,/mccall/image/682.pdf,mccall681
McCall Fire Department & EMS Folder,1/15/1948 - 12/22/2016,1948-01-15,2016-12-22,1948-2016,68 pages of subject files containing and related to McCall Fire Department & EMS,"Billmire, Mark; Fitzwater, Don; Bates, Troy; Ackaret, Leonard; Ackaret, Bob; Points, Dale; Sparks, Dave;",,Payette Lakes Star; The Long Valley Advocate; The Star-News;,Paramedics; Equipment; Requirements; Staff; New Emergency Equipment; Emergency incidents; fire training; fire personnel,"McCall, ID;",Subject Files,McCall_Fire_Department_&_EMS,McCallFireDepartmentandEMS,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/682,682,683.pdf,/mccall/image/683.pdf,mccall682
McCall Fish Hatchery Folder,1/1/1978 - 10/27/1993,1978-01-01,1993-10-27,1978-1993,8 pages of subject files containing and related to McCall Fish Hatchery,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Forest Service; Idaho Fish and Game; Fish Hatchery; grayling; trout;,"McCall, ID;",Subject Files,McCall_Fish_Hatchery,McCallFishHatchery,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/683,683,684.pdf,/mccall/image/684.pdf,mccall683
Lumber and Lumbering: Cuddy Mountain Folder,4/13/1991 - 4/13/1991,1991-04-13,1991-04-13,1991-1991,3 pages of subject files containing and related to Lumber and Lumbering: Cuddy Mountain,,,Idaho Statesman;,Roadless Area; Logging; Lumber; Cuddy Mountain; timber;,Payette National Forest,Subject Files,Lumber_and_Lumbering-Cuddy_Mountain,LumberandLumberingCuddyMountain,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/684,684,685.pdf,/mccall/image/685.pdf,mccall684
McCall Folklore Soceity Folder,7/18/1984 - 2/1/2001,1984-07-18,2001-02-01,1984-2001,43 pages of subject files containing and related to McCall Folklore Soceity,"Harren, Patrick; Bowler, Belinda; Herdman, Priscilla;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,The Hot Capers; Dot's Relief band; Clings; The Irish Project; McCall Healing & Metaphysical Fair;,"McCall, ID;",Subject Files,McCall_Folklore_Soceity,McCallFolkloreSoceity,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/685,685,686.pdf,/mccall/image/686.pdf,mccall685
McCall Frontier Days Folder,8/3/1988 - 7/31/1996,1988-08-03,1996-07-31,1988-1996,7 pages of subject files containing and related to McCall Frontier Days,"Boal, Phil; Krumm, Dale; Alford, Ray; Johnson, Buck; Kerrick, Anne; Morrell, Rachel;",,Long Valley Advocate; The Star-News;,Events; Queen; Horses; Frontier Days-rodeoresults; Queen and her Court;,"McCall, ID;",Subject Files,McCall_Frontier_Days,McCallFrontierDays,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/686,686,687.pdf,/mccall/image/687.pdf,mccall686
McCall Historic Preservation Folder,9/1/2011 - 9/1/2011,2011-09-01,2011-09-01,2011-2011,18 pages of subject files containing and related to McCall Historic Preservation,"Bailey, Don; Bailey, Marlene; Braak, Ann; Corcoran, Brian; Fairbrother, Bob; Theisen, Jennifer;",Report;,McCall Historic Preservation Commission; The Star-News;,City Commission; Signage; DVD of McCall History; Surveys of Historic Places; Historic Preservation Plan;,"McCall, ID;",Subject Files,McCall_Historic_Preservation,McCallHistoricPreservation,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2017-10-25,2017-10-25,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/687,687,688.pdf,/mccall/image/688.pdf,mccall687
