title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,standardized rights,format-original,format,type,duration,digital preservation filename,id number,disc number,youtube-id,reference url,cdm-id,object-id
"University of Idaho vs. University of Arizona (Football), 10/25/1958",University of Arizona,AzU,Football,1958-10-25,1958,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,24 - 16 (W),,UG64-AzU1958-1_68,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:46,UG64-AzU1958-1_68.avi,1_68,68,-mDB49ssKjU,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/108,108,vandalvideo108
"University of Idaho vs. University of Arizona (Football), 11/17/1951",University of Arizona,AzU,Football,1951-11-17,1951,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,6 - 13 (L),,UG64-AzU1951-1_64,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:27:26,UG64-AzU1951-1_64.avi,1_64,64,7s73vffnu8Y,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/109,109,vandalvideo109
"University of Idaho vs. University of Arizona (Football), 10/16/1954",University of Arizona,AzU,Football,1954-10-16,1954,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,13 - 35 (L),,UG64-AzU1954-1_65,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:36:51,UG64-AzU1954-1_65.avi,1_65,65,0S-CXCX2zps,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/110,110,vandalvideo110
"University of Idaho vs. University of California-Los Angeles, CA (Basketball), 01/06/1957","University of California-Los Angeles, CA",UCLA-bb,Basketball,1957-01-06,1957,"Los Angeles, CA",Men's Gym,34.07158,-118.444086,73 - 92 (L),,UG64-UCLA-bb1957-1_74a,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:49,UG64-UCLA-bb1957-1_74.avi,1_74a,74,ypXlvBjIwrc,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/111,111,vandalvideo111
"University of Idaho vs. University of Arizona (Football), 11/03/1962",University of Arizona,AzU,Football,1962-11-03,1962,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,14 - 12 (W),,UG64-AzU1962-1_70,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:37:59,UG64-AzU1962-1_70.avi,1_70,70,4x2KwAJ_ge0,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/112,112,vandalvideo112
"University of Idaho vs. University of California-Berkeley, CA (Basketball), 12/02/1967","University of California-Berkeley, CA",CalBerk-bb,Basketball,1967-12-02,1967,"Berkeley, CA",Haas Pavilion,37.869394,-122.262194,,,UG64-CalBerk-bb1967-1_72,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:06:30,UG64-CalBerk-bb1967-1_72.avi,1_72,72,3P0clwpQX4U,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/113,113,vandalvideo113
"University of Idaho vs. University of Arizona (Football), 10/01/1955",University of Arizona,AzU,Football,1955-10-01,1955,"Tucson, AZ",Arizona Stadium,32.228889,-110.948889,14 - 47 (L),,UG64-AzU1955-1_67,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:32:46,UG64-AzU1955-1_67.avi,1_67,67,tv5lxOT6Kzk,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/114,114,vandalvideo114
"University of Idaho vs. University of Nevada, Las Vegas, NV (Football), 11/05/1977","University of Nevada, Las Vegas, NV",UNLV,Football,1977-11-05,1977,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,21 - 35 (L),,UG64-UNLV1977-1_78,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:52:57,UG64-UNLV1977-1_78.avi,1_78,78,xszJQVKF2M8,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/115,115,vandalvideo115
"University of Idaho vs. University of California-Berkeley, CA (Basketball), 02/15/1956","University of California-Berkeley, CA",CalBerk-bb,Basketball,1956-02-15,1956,"Moscow, ID",Memorial Gymnasium,46.726389,-117.018056,54 - 91 (L),,UG64-CalBerk-bb1956-1_73a,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:38:43,UG64-CalBerk-bb1956-1_73.avi,1_73a,73,M7jWyqDczrI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/116,116,vandalvideo116
"University of Idaho vs. Boise State University (Football), 09/11/1976",Boise State University,"Boise, IDSt",Football,1976-09-11,1976,"Boise, ID",Bronco Stadium,43.602798,-116.195833,16 - 9 (W),,"UG64-Boise, IDSt1976-1_7",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:17:13,"UG64-Boise, IDSt1976-1_7.avi",1_7,7,y35na9hjL0g,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/117,117,vandalvideo117
