title,creator,description,date,subject,source,ids,publisher,format-original,type,format,location,latitude,longitude,object-id
Resolution concerning the Dworshak Pool,"Gillette, Jack E.",Gillette sends Curtis a copy of a resolution outlining the federal governments taking of land surrounding the Dworshak pool,9/12/1969,"bert curtis; Gillette, Jack E.; Idaho State Board of Land Commissioners;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-042,,,text,application/pdf,Dworshak Dam (Idaho),,,434
Dworshak Dam Project 24 (Dam site),,Good shot of dam site long before construction started. Looking west.,1954, dam site; construction,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00722,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,510
Dworshak Dam Project 37 (Start Key way construction),,"Good view of the start of key way construction. Note on back: 'The strings of lights across the river are so they could work around the clock, and also note the diversion tunnel and building of the batch plant to run concrete to the job.'",1965,  Key Way; construction; lights; diversion tunnel; batch plant; concrete,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00761,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,523
"Jordan 'Approves in Principle' Plans Outlined for Three Dams",,Gov. Len Jordan approves in principle of plans outlined at Orofino for two dams on the Clearwater River and one on the Middle Snake.,11/23/1953,Gov. Len Jordan; Dams; Clearwater river; Middle Snake;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-035,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,795
Letter from Len Jordan,"Jordan, Len",Governor Len Jordan questions the Corps of Engineers on the costs of the Clearwater dams projects,7/1/1954,"bert curtis; Jordan, Len; Sturgis Jr., S.D.; Dexheimer, W.A.;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-011,,,text,application/pdf,Dworshak Dam (Idaho),,,241
Dworshak Dam Project 38 (Ground-breaking ceremony),,"Ground-breaking ceremony at the site. Here is Master of Ceremonies, A.B. Curtis, on the platform. Around 1,000 people attended.",1966,  Ground-breaking ceremony; Master of Ceremonies; A.B. Curtis; platform,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00765,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,524
Dworshak Dam Project 40 (Ground-breaking ceremony with Col. McElwee),,"Ground-breaking ceremony Col. McElwee at speakers podium. Also shown are Wm. DreVlow, Pete Hyzer, Len Jordan, & Mrs. Henry Dworshak.",1966,  Ground-breaking ceremony; Colonel McElwee; podium; William DreVlow; Pete Hyzer; Len Jordan; Mrs. Henry Dworshak,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00767,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,526
Dworshak Dam Project 32 (Group),,"Group who worked the hardest for the project. Note on back: 'A public hearing was held in Orofino on the project November 20, 1952. Here is a photo of those who worked hardest for the project. Left to right: Bill Erickson (now deceased); Robert Werner, publisher of the Clearwater Tribune, Orofino; A.B. Curtis (the guy that gets all the blame, and the Mayor of Orofino); Col. Tom Tandy, the District Engineer of Corps of Engineers (at the time), Walla Walla (now deceased); and U.S. Judge Roy McNichols (then an attorney at Orofino, now in Boise). Photo made in Tandy's office in Walla Walla where many sessions were held on the project. Photo made a few days prior to the November 20th meeting. (A.B. Curtis - 1976)'",1952-11, Orofino; Bill Erickson; Robert Werner; Clearwater Tribune; publisher; A.B. Curtis; Mayor of Orofino; Col. Tom Tandy; District Engineer; Corps of Engineers; Walla Walla; U. S. Judge Roy McNichols; attorney; Tandy's office; November 20; public hearing; 1952,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00755,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,518
Notes on history of Dent area,"Curtis, Bert [?]",Handwritten notes on the Dent area.,3/8/1955,"bert curtis; Dent, Idaho","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-002,,,text,application/pdf,Dworshak Dam (Idaho),,,219
Letter to Bert Curtis,"Heimerl, Lawrence L.","Heimerl response to the Bruce's Eddy memorial sent by Curtis in December, 1960.",12/27/1960,"bert curtis; Heimerl, Lawrence L.; Corps of Engineers; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-029,,,text,application/pdf,Dworshak Dam (Idaho),,,370
House Subcommittee Buries High Hells Canyon Dam Bill,,Hells Canyon Dam legislation is subject of one of the nations great private-vs.-public power fights was buried.,6/3/1958,Hells Canyon Dam;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-068,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,859
U.S. Agencies to Survey Snake River Dam Sites,,Henry C. Dworshak assure the Corps of Army Engineers and Bureau or Reclamation would cooperate fully in making the dams on the Middle Snake River,8/29/1953,Henry C. Dworshak; Army Engineers; Bureau or Reclamation; Dams; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-113,Union Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,947
Waterways Association Hails Snake River Dam sites Survey,,"Herbert G. West President of the Inland Empire Waterways association, approved an Army Engineer corps announcement would conduct surveys into hydro-electric sites in the Snake river basin.",8/29/1953,Herbert G. West; President; Inland Empire Waterways; Army Engineers; Hydro-electric; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-112,Union Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,945
"Our Future Power Supply: Action Needed' Highlights of discussion (sic) by Paul b. McKee, President, Pacific Power & Light Company, at Members Forum, Portland Chamber of Commerce",Paul B. McKee,"Highlights of a discussion with Paul B. McKee, president of the Pacific Power & Light Company at the Portland Chamber of Commerce.  Includes graphs  and maps regarding Northwest Water resources and power supplies: 'Loads & Resources, Historic & Projected Northwest Power Pool Area,' 'Dollar Expenditures to Meet Projected Needs,' 'Northwest power pool facilities,' 'residential customer data,' 'total cost of electricity,' 'power costs and industry,' 'comparison of power costs,' 'Portland vs. other cities.'",10/17/1955,Energy; power; watersheds; Portland; northwest,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-1a-008,,Brochure,text,application/pdf,Dworshak Dam (Idaho),,,1045
House Votes to Authorize Bruce's Eddy,,House of Representatives approved an omnibus river development bill including authorization for Bruce's Eddy Dam,10/13/1962,House of Representatives; Bruce's Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-090,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,901
Omnibus Bill: Congressional Collision,,House of Representatives may well decide the fate of Bruce's Eddy dam and other Columbia Basin,10/10/1962,Clearwater River; Bruce's Eddy Dam; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-061,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,845
Idaho Game Official Says He Will Not Oppose Dams,,Idaho fish and game commission indicated that he will not oppose any program for construction of two proposed federal dams in the Clearwater river drainage,11/18/1953,Idaho; Fish and Game;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-107,Spokane Daily Chronicle,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,935
Wildlife Officials Testify on Hells Canyon Projects,,Idaho power company three dam plan for the Snake river has more possibilities for hunting and fishing,1/15/1954,Dam; Snake River; Idaho Power Company;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-026,Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,777
Politically Speaking,John Corlett,Idaho Wildlife Federation is now opposed to dams and dredges,1/12/1954,Wildlife Federation; Dams;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-021,Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,767
Telephone conversation between Bert Curtis and Len Jordan,"Curtis, Bert and Jordan, Len","In the transcribed telephone conversation, Curtis and Jordan discuss the implications of the Hells Canyon hearings for the Bruce's Eddy Project",4/16/1955,"bert curtis; Jordan, Len; Hells Canyon; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-015,,,text,application/pdf,Dworshak Dam (Idaho),,,253
Objections to Army Engineers,,Individual negotiation subject to review by a board of three competent local citizens this procedure did not take place,9/24/1953,Negotiations; Citizens;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-117,Spokesman Review,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,955
Memo for files,"Koppang, M.O.","Information from John Batt, Real Estate Division of Army Engineers.",9/16/1969,"Corps of Engineers; Koppang, M.O.; Wildlife Acquisition;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-043,,,text,application/pdf,Dworshak Dam (Idaho),,,436
Public meeting on lower Clearwater River,"Matthias, Harld L. and Corps of Engineers",Information on a study conducted to investigate the further development of the Clearwater River between Lewiston and Ahsahka.,11/19/1970," Clearwater River; Corps of Engineers; Connel, Richard M.;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-045,,,text,application/pdf,Dworshak Dam (Idaho),,,468
Release to P.M.'s,Department of the Army,Information on Brigadier General Roy S. Kelly,11/25/1968,"Corps of Engineers; Kelley, Roy S.","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-039,,,text,application/pdf,Dworshak Dam (Idaho),,,403
Dworshak Dam and Reservoir,,Information on Dworshak Dam and Reservoir,11/21/1970,Dworshak Dam,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-047,,,text,application/pdf,Dworshak Dam (Idaho),,,459
Bruce's Eddy study,,Information on the cost of the Bruce's Eddy Project,2/1/1961,Bruces Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-034,,,text,application/pdf,Dworshak Dam (Idaho),,,398
Information from the State Forester,,Information on timber sales and limits in Idaho,5/29/1963,Timber; The State Forester;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-032,,,text,application/pdf,Dworshak Dam (Idaho),,,382
Recreation: Brochure on Recreation Civil Works projects set up by the Army Corps of Engineers,Army Corps of Engineers,"Information regarding the access, picnicking, camping, boat launching, hunting and boating of recreational places set up by the Army Corps of Engineers.  Discusses the shore line beaches in the United States, natural resources, and the 500 harbors along the costal shores in the U.S.  Includes Pictures of people out in the woods and on the water, talking about locking priority, boating, weather, water skiing;  A map of locations of recreation opportunities; Lists of recreational use and facilities; A graph of reported attendance; List of address of district engineer offices; and information regarding where to find additional information.",1964,Army Corps of Engineers; recreation,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-1a-013,Army Corps of Engineers,Brochure,text,application/pdf,Dworshak Dam (Idaho),,,1101
