page,title,headline,text,mediacredit,coordinates,morethan1,pick,cdmid,format,imagedate,objectid,identifier,location,architect,date,date-range,costs,costnotes,description,additions,usehistory,namehistory,standing,standingnotes,sources,marker,search,
NiccollsHomeEconomicsBuilding.html,Niccolls Home Economics Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NiccollsHomeEconomicsBuilding.html"">Niccolls Home Economics Building</a>","<strong>Dates:</strong> 1951-<br /><strong>Cost:</strong> $502,890<br /><strong>Architect: </strong> Victor N. Jones (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00343.html"">123-02a</a>","46.724774, -117.010118",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/509/full/pct:70/0/default.jpg,509,image/jpeg,1955,campus00343,123-02a,"South of quadrangle, (on site of old Engineering Building) west of Ridenbaugh Hall 751 Campus Dr.",Victor N. Jones (Boise),1951,1951-,"502,890",,"Four story collegiate Gothic, brick veneer over reinforced concrete and steel, partially ornamented front. 26,424 sq. feet",Addition on east side for elevator in 198-,"Classrooms and offices, University A-V classroom","Home Economics Building, Niccolls Home Economics Building (Named for Mary Hall Niccolls, alumni who provided significant funding for Home Economics scholarships)",Standing Building,,"Cards, UG 44, Morton, UG 12 (2270)",wht_diamond,"Niccolls Home Economics Building | 46.724774, -117.010118 | South of quadrangle, (on site of old Engineering Building) west of Ridenbaugh Hall 751 Campus Dr. | Victor N. Jones (Boise) | 1951- | Occupied 1952 | 502890 |  | Four story collegiate Gothic, brick veneer over reinforced concrete and steel, partially ornamented front. 26,424 sq. feet | Addition on east side for elevator in 198- | Classrooms and offices, University A-V classroom | Home Economics Building, Niccolls Home Economics Building (Named for Mary Hall Niccolls, alumni who provided significant funding for Home Economics scholarships) |",
NorthCampusCenter(IdahoInn).html,North Campus Center (Idaho Inn),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/NorthCampusCenter(IdahoInn).html"">North Campus Center (Idaho Inn)</a>","<strong>Dates:</strong> 1992-<br /><strong>Cost:</strong> $3,500,000<br /><strong>Architect: </strong> Contractors: Hazen & Clark, Inc. (Spokane)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03094.html"">3111</a>","46.732887,-117.009564",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3111/full/pct:70/0/default.jpg,3111,image/jpeg,2013-11-12,campus03094,3111,645 West Pullman Road,"Contractors: Hazen &amp; Clark, Inc. (Spokane)",1992,1992-,"3,500,000","$1.1 million purchase price, $2,4 million for remodelling",,,"Remodelled 1992, occupied 1993. Studio apartments for graduate students, meeting rooms, information center. Now the Idaho Inn hotel.",Originally Cavanaugh's motel,Standing Building,,Nielsen,wht_diamond,"North Campus Center (Idaho Inn) | 46.732887,-117.009564 | 645 West Pullman Road | Contractors: Hazen &amp; Clark, Inc. (Spokane) | 1992- | Remodeled date | 3500000 | $1.1 million purchase price, $2,4 million for remodelling |  |  | Remodelled 1992, occupied 1993. Studio apartments for graduate students, meeting rooms, information center. Now the Idaho Inn hotel. | Originally Cavanaugh's motel |",
ParkVillage(original).html,Park Village (original),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ParkVillage(original).html"">Park Village (original)</a>","<strong>Dates:</strong> 1947-1957<br /><strong>Cost:</strong> $32,266<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02876.html"">90-4</a>","46.731592,-117.01103",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1951/full/pct:70/0/default.jpg,1951,image/jpeg,1946,campus02876,90-4,Line and Third Streets,Unknown,1947,1947-1957,"32,266","$32,266 (state appropriation)","Pre-fabricated housing units, 28 1,2,3 bedroom units, one floor, four units to a building",,Faculty housing,,,Newer construction of 1 bedroom units on site,Cards,wht_diamond,"Park Village (original) | 46.731592,-117.01103 | Line and Third Streets | Unknown | 1947-1957 |  | 32266 | $32,266 (state appropriation) | Pre-fabricated housing units, 28 1,2,3 bedroom units, one floor, four units to a building |  | Faculty housing |  | Newer construction of 1 bedroom units on site",
ParkVillageApartments(Second).html,Park Village Apartments (Second),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ParkVillageApartments(Second).html"">Park Village Apartments (Second)</a>","<strong>Dates:</strong> 1957-2002<br /><br /><strong>Architect: </strong> Jones, Lovegren, Helms, Jones (Seattle)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00565.html"">154-1</a>","46.731592,-117.01103",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/735/full/pct:70/0/default.jpg,735,image/jpeg,1957,campus00565,154-1,Third and Home streets,"Jones, Lovegren, Helms, Jones (Seattle)",1957,1957-2002,,,8 two-story apartment buildings,,Married and graduate student housing,,,Demolished 2002,"Morton, Facilities Architecture Drawing Archives",wht_diamond,"Park Village Apartments (Second) | 46.731592,-117.01103 | Third and Home streets | Jones, Lovegren, Helms, Jones (Seattle) | 1957-2002 |  |  |  | 8 two-story apartment buildings |  | Married and graduate student housing |  | Demolished 2002",
ParkingOfficeandInformationCenter(Former).html,Parking Office and Information Center (Former),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ParkingOfficeandInformationCenter(Former).html"">Parking Office and Information Center (Former)</a>","<strong>Dates:</strong> 1965-<br /><strong>Cost:</strong> $74,000<br /><strong>Architect: </strong> Wayland & Cline (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03095.html"">3112</a>","46.732459,-117.011803",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3112/full/pct:70/0/default.jpg,3112,image/jpeg,2013-11-12,campus03095,3112,Line and Third Street 880 W 3rd St,Wayland &amp; Cline (Boise),1965,1965-,"74,000","$74,000 estimate","One story, triangular shape, glass on two sides",,"Campus information; parking control, university switchboard; currently Campus police substation. For present parking offices see: Transportation Center",,Standing Building,,Morton,wht_diamond,"Parking Office and Information Center (Former) | 46.732459,-117.011803 | Line and Third Street 880 W 3rd St | Wayland &amp; Cline (Boise) | 1965- |  | 74000 | $74,000 estimate | One story, triangular shape, glass on two sides |  | Campus information; parking control, university switchboard; currently Campus police substation. For present parking offices see: Transportation Center |  |",
PeaWeevilResearchLaboratory.html,Pea Weevil Research Laboratory,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PeaWeevilResearchLaboratory.html"">Pea Weevil Research Laboratory</a>",<strong>Dates:</strong> 1947-?<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03096.html"">3113</a>","46.72945,-117.010212",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3113/full/pct:70/0/default.jpg,3113,image/jpeg,1947,campus03096,3113,Originally east of Forestry Laboratory on Urquhart. Moved in 1950 to Sixth Street to make room for Engineering Building,Unknown,1947,1947-?,,,"One story wood frame and concrete, gable roof",,Combined with Forestry Laboratory in new location. Then Industrial Arts Building.,"Pea Weevil Research Laboratory, Industrial Arts Building,",,No Longer Standing,Cards,wht_diamond,"Pea Weevil Research Laboratory | 46.72945,-117.010212 | Originally east of Forestry Laboratory on Urquhart. Moved in 1950 to Sixth Street to make room for Engineering Building | Unknown | 1947-? |  |  |  | One story wood frame and concrete, gable roof |  | Combined with Forestry Laboratory in new location. Then Industrial Arts Building. | Pea Weevil Research Laboratory, Industrial Arts Building, | No Longer Standing",
PhysicalEducationBuilding(PEB).html,Physical Education Building (PEB),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PhysicalEducationBuilding(PEB).html"">Physical Education Building (PEB)</a>","<strong>Dates:</strong> 1969-<br /><strong>Cost:</strong> $1,227,127<br /><strong>Architect: </strong> Fulton Gale of Culler, Gale, Martell (Coeur d'Alene); General contractor Sceva Construction Co. (Spokane)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00583.html"">157-1</a>","46.725532, -117.013788",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/758/full/pct:70/0/default.jpg,758,image/jpeg,1970,campus00583,157-1,South of Memorial Gym and Swim Center,"Fulton Gale of Culler, Gale, Martell (Coeur d'Alene); General contractor Sceva Construction Co. (Spokane)",1969,1969-,"1,227,127","Budgeted $1,227,127","52,846 sq. ft.",,Completed January 1970. Athletic facilities; department offices; faculty and grad offices,First called Women's Health Education Building,Standing Building,,"Morton, UG 13, 119, Argonaut",wht_diamond,"Physical Education Building (PEB) | 46.725532, -117.013788 | South of Memorial Gym and Swim Center | Fulton Gale of Culler, Gale, Martell (Coeur d'Alene); General contractor Sceva Construction Co. (Spokane) | 1969- |  | 1227127 | Budgeted $1,227,127 | 52,846 sq. ft. |  | Completed January 1970. Athletic facilities; department offices; faculty and grad offices | First called Women's Health Education Building |",
PineHall.html,Pine Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PineHall.html"">Pine Hall</a>",<strong>Dates:</strong> 1947-1956<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02582.html"">64-1</a>","46.731268,-117.013519",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1644/full/pct:70/0/default.jpg,1644,image/jpeg,1947,campus02582,64-1,"Warehouse Drive (west of Line, and South of Third)",Unknown,1947,1947-1956,,Kaiser shipyard war surplus building,"Pre-fabricated, wood frame, composition roof, two stories, flat roof",,Dormitory for 386 men,Also known as Hudson House Dorm,,West half torn down in 1955 or 1956; Demolished in 1960,Cards,wht_diamond,"Pine Hall | 46.731268,-117.013519 | Warehouse Drive (west of Line, and South of Third) | Unknown | 1947-1956 |  |  | Kaiser shipyard war surplus building | Pre-fabricated, wood frame, composition roof, two stories, flat roof |  | Dormitory for 386 men | Also known as Hudson House Dorm | West half torn down in 1955 or 1956; Demolished in 1960",
PineHallCafeteria.html,Pine Hall Cafeteria,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PineHallCafeteria.html"">Pine Hall Cafeteria</a>","<strong>Dates:</strong> 1947-2000?<br /><strong>Cost:</strong> $24,708<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02583.html"">64-2</a>","46.730878,-117.012522",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1645/full/pct:70/0/default.jpg,1645,image/jpeg,1947,campus02583,64-2,Line Street,Unknown,1947,1947-2000?,"24,708","$24,708 (regents fund)","Quonset hut, sheet metal, one story, 99' x 102'",,"Cafeteria, later used for storage; Central Receiving",,,Demolished ca. 2000,"Cards, Maps",wht_diamond,"Pine Hall Cafeteria | 46.730878,-117.012522 | Line Street | Unknown | 1947-2000? |  | 24708 | $24,708 (regents fund) | Quonset hut, sheet metal, one story, 99' x 102' |  | Cafeteria, later used for storage; Central Receiving |  | Demolished ca. 2000",
PresidentsHouse.html,President's House,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PresidentsHouse.html"">President's House</a>","<strong>Dates:</strong> 1966-<br /><strong>Cost:</strong> $121,900<br /><strong>Architect: </strong> Nat Adams (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00410.html"">131-2</a>","46.723745, -117.014131",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/579/full/pct:70/0/default.jpg,579,image/jpeg,1966,campus00410,131-2,1026 Nez Perce,Nat Adams (Boise),1966,1966-,"121,900",,"Split level, Basque wood carvings on front door",,Official residence of University President; UI reception space,Executive residence,Standing Building,,"Morton, Argonaut 1/6/66",wht_diamond,"President's House | 46.723745, -117.014131 | 1026 Nez Perce | Nat Adams (Boise) | 1966- | Occupied 1967 | 121900 |  | Split level, Basque wood carvings on front door |  | Official residence of University President; UI reception space | Executive residence |",
PresidentsResidence(Old).html,President's Residence (Old),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/PresidentsResidence(Old).html"">President's Residence (Old)</a>","<strong>Dates:</strong> 1921-1955<br /><strong>Cost:</strong> $7,500<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03080.html"">90-07-017</a>","46.733738,-116.991819",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3097/full/pct:70/0/default.jpg,3097,image/jpeg,1976-02-10,campus03080,90-07-017,514 East First Street,Unknown,1921,1921-1955,"7,500",,"Wood frame and siding, basement and two floors",,Official residence of University president,,,Sold in 1955,Nielsen,wht_diamond,"President's Residence (Old) | 46.733738,-116.991819 | 514 East First Street | Unknown | 1921-1955 |  | 7500 |  | Wood frame and siding, basement and two floors |  | Official residence of University president |  | Sold in 1955",
Radio-IsotopesLaboratory.html,Radio-Isotopes Laboratory,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Radio-IsotopesLaboratory.html"">Radio-Isotopes Laboratory</a>",<strong>Dates:</strong> 1936-1955<br /><br /><strong>Architect: </strong> Cline and Snull (Boise),"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00165.html"">113-1</a>","46.728601,-117.011687",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/335/full/pct:70/0/default.jpg,335,image/jpeg,1950,campus00165,113-1,Line Street between 3rd and 6th Streets,Cline and Snull (Boise),1936,1936-1955,,,"One floor, wood frame and siding, gable roof, Wood shingles, 29' x 118'",,"Formerly Wood Conversion Laboratory, originally located at Line Street and Urquhart, moved in 1950 to allow building of Engineering Building",,,Demolished ca. 1955,"Cards, Maps, Facilities Architecture Drawing Archives",wht_diamond,"Radio-Isotopes Laboratory | 46.728601,-117.011687 | Line Street between 3rd and 6th Streets | Cline and Snull (Boise) | 1936-1955 |  |  |  | One floor, wood frame and siding, gable roof, Wood shingles, 29' x 118' |  | Formerly Wood Conversion Laboratory, originally located at Line Street and Urquhart, moved in 1950 to allow building of Engineering Building |  | Demolished ca. 1955",
Radio-TVCenter.html,Radio-TV Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Radio-TVCenter.html"">Radio-TV Center</a>","<strong>Dates:</strong> 1956-<br /><strong>Cost:</strong> $73,800<br /><strong>Architect: </strong> Ellis-Feeney Architects (Lewiston)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00408.html"">130-2</a>","46.724738, -117.0122",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/575/full/pct:70/0/default.jpg,575,image/jpeg,1952,campus00408,130-2,SW of Administration Building,Ellis-Feeney Architects (Lewiston) - for addition,1956,1946-,"73,800",,"2 buildings; Original building was one floor, wood frame, gable roof, composition shingles, wood siding, painted white, 25' x 76'",1968 addition replaced TCB 3,Production and broadcasting center; Originally temporary building #3; converted to Radio Center in 1949,Radio-TV Center; Temporary Classroom Building 3; Radio Center,Standing Building,,"Morton, Argonaut, Facilities Architecture Drawing Archives, Cards, Maps",wht_diamond,"Radio-TV Center | 46.724738, -117.0122 | SW of Administration Building | Ellis-Feeney Architects (Lewiston) - for addition | 1946- |  | 73800 |  | 2 buildings; Original building was one floor, wood frame, gable roof, composition shingles, wood siding, painted white, 25' x 76' | 1968 addition replaced TCB 3 | Production and broadcasting center; Originally temporary building #3; converted to Radio Center in 1949 | Radio-TV Center; Temporary Classroom Building 3; Radio Center |",
