title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Beginning of WI&M,"An article about the beginning of Washington, Idaho, & Montana railway and the part it plays in the local community.",,,Potlatch Historical Society,1955,yes,news; history; railway,United States,Idaho,Latah County,Potlatch,46.921403,-116.900888,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_65,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1096,1096,680.jp2,/phs/image/680.jp2,phs1096
Bell Family,C. W. Bell and the Bell Family pose for a photograph in front of an ivy covered building.,,,Potlatch Historical Society,1925,yes,,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-01b,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1140,1140,72.jp2,/phs/image/72.jp2,phs1140
Bell Mill,The Bell Mill on Deep Creek. A group of men can be seen standing on and around logs in front of a structure.,,"Rohn, Joe",Potlatch Historical Society,1905-01-01,yes,mills; men; logs,United States,Idaho,Latah County,Potlatch,47.009374,-116.915291,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_056,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,scrapbook page,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1491,1491,1492.jp2,/phs/image/1492.jp2,phs1491
Bell Mill on Deep Creek,Fred L. Bell's sawmill on Deep Creek. His wife was Jennie Powers of Palouse.,,,Potlatch Historical Society,1905,yes,sawmill; creek; group of people,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-02,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/673,673,3.jp2,/phs/image/3.jp2,phs673
Ben Swafford,A photograph of Ben Swafford a long time Elk River and Potlatch sawmill foreman.,,,Potlatch Historical Society,1920,yes,Sawmill Foreman,United States,Idaho,Latah County,Potlatch,,,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_11a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/703,703,326.jp2,/phs/image/326.jp2,phs703
"Bennett Lumber Products, Inc. Office.","Office at Bennet Lumber Products, Inc. in Princeton.",,,Potlatch Historical Society,,,buildings;offices;,United States,Idaho,Latah County,Princeton,46.91374389,-116.8339461,,,,phs_310,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_310.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2222,2222,2179.jp2,/phs/image/2179.jp2,phs2222
BENX Rail Car,"Postcard of the BENX Rail Car at Bennett Lumber Products, Inc. at the WI&M Historic Depot in Potlatch, Idaho.",,,Potlatch Historical Society,,,railroads;railcars;depots;,United States,Idaho,Latah County,Princeton,46.91374389,-116.8339461,,,,phs_309,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_309.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2191,2191,2164.jp2,/phs/image/2164.jp2,phs2191
BENX Rail Car Advertisement [1],An advertisement for a BENX Rail Car.,,,Potlatch Historical Society,,,rail cars;lumber;machinery;advertisements;,United States,Idaho,Latah County,Princeton,46.91374389,-116.8339461,,,,phs_311,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_311.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2212,2212,2227.jp2,/phs/image/2227.jp2,phs2212
BENX Rail Car Advertisement [2],An advertisement for a BENX Rail Car.,,,Potlatch Historical Society,,,rail cars;lumber;machinery;advertisements;,United States,Idaho,Latah County,Princeton,46.91374389,-116.8339461,,,,phs_312,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_312.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2169,2169,2264.jp2,/phs/image/2264.jp2,phs2169
BENX Rail Car Advertisement [3],An advertisement for a BENX Rail Car.,,,Potlatch Historical Society,,,rail cars;lumber;machinery;advertisements;,United States,Idaho,Latah County,Princeton,46.91374389,-116.8339461,,,,phs_313,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_313.jpg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2161,2161,2175.jp2,/phs/image/2175.jp2,phs2161
Beplate Twins (Helen + Bub),"The Beplate twins, Helen and Bub, being held by Luella Hall. Photograph taken in 1928.",,,Potlatch Historical Society,1928,yes,,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-02a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1084,1084,67.jp2,/phs/image/67.jp2,phs1084
Berry School,An early school named for the F.M. Berry family. It was established in about 1890 and closed in 1939. The Will Do Club also met in this same building from 1927 until 1981 when the club disbanded.,,,Potlatch Historical Society,1939,yes,Berry School;schools;buildings;clubs;,United States,Idaho,Latah County,,,,,,,phs_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_006.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1980,1980,2017.jp2,/phs/image/2017.jp2,phs1980
Bertha and John Nirk with Durell and Mary and Cleora,Standing are Bertha Allen Nirk and John Matthew Nirk. Seated are Mary Bysegger Nirk and Durell Nirk holding daughter Cleora Anna.,,Gary Strong,Potlatch Historical Society,1918-01-01,yes,portraits; family; children,United States,Idaho,Latah County,Potlatch,47.026528,-116.896655,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_057,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1527,1527,1528.jp2,/phs/image/1528.jp2,phs1527
Bertha Clemina Allen Nirk,"A formal portrait of Bertha Clemina Allen Nirk, Durell Nirk's mother.",,Gary Strong,Potlatch Historical Society,1890-01-01,yes,portraits; women,United States,Idaho,Latah County,Potlatch,47.010123,-116.940768,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_042,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1745,1745,1746.jp2,/phs/image/1746.jp2,phs1745
Bertha Gibbs Parnell,"A formal portrait of Bertha Gibbs Parnell taken in Sioux City, Iowa.",,,Potlatch Historical Society,1890,yes,women;portraits;,United States,Idaho,Latah County,East Deep Creek,47.00537456,-116.9223929,,,,phs_062,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,phs_062.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2029,2029,1971.jp2,/phs/image/1971.jp2,phs2029
Bertha Nirk on wash day.,Grandma Bertha Nirk on wash day.,,Gary Strong,Potlatch Historical Society,1917-01-01,yes,women; washtubs; chores,United States,Idaho,Latah County,Potlatch,47.023313,-116.886961,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_015,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1767,1767,1768.jp2,/phs/image/1768.jp2,phs1767
Berwyn H. Palmer,A photograph of Berwyn H. Palmer who served in the U.S. Air Force during the Korean War.,,,Potlatch Historical Society,1952,,veterans;military;men;portraits;,United States,Idaho,Latah County,East Deep Creek,47.00537456,-116.9223929,,,,phs_220,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,photograph,Image;StillImage,image/jpg,eng,phs_220.jpg,,2021-07-16,2021-07-16,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2071,2071,2134.jp2,/phs/image/2134.jp2,phs2071
