title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Columbia County Courthouse,"Postcard is of the Columbia County Courthouse in Dayton, Washington. | Columbia County Courthouse, at Dayton, Washington, was finished on July 7, 1887, at a cost of $38, 069. This is the oldest courthouse in continuous use in the state of Washington. Dayton was an important stopover in pioneer days for pack trains from Walla Walla to the Idaho Gold fields, in the sixties.",,photographic postcards,,1960,public buildings; county courthouses; trees; men; automobiles; buildings; photographic postcards; flagpoles; flags,Dayton,Washington,Ross Hall Scenics,"Sandpoint, ID","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_202,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.320814,-117.978597,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/108,108,197.pdf,/nwpostcards/image/197.pdf,nwpostcards108
"Monroe, Snohomish County, Washington","Postcard of a covered railroad bridge near Monroe, Washington. | Monroe, Snohomish County, Washington. 1 mile So. East of business district. Longest covered railroad span in the U.S. 450' 3 spans across the Skykomish River.",,photographic postcards,Werner Lenggenhager,1960,covered bridges; railroad bridges; railroads; rivers; trees; men; photographic postcards,Monroe,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_203,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,47.856698,-121.962158,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/109,109,198.pdf,/nwpostcards/image/198.pdf,nwpostcards109
St. Mary's Church,"Postcard is of St. Mary's Church in McGowan, Washington. | St. Mary's Church, McGowan, Washington. Historical landmark on the Columbia River in Pacific County, Washington. First Mass was offered by Father J.D. O'Brien, O.P. on December , 1904 a little more than one hundred years since Lewis and Clark camped in the same area at the end of their famous overland expedition.",,photographic postcards,,1960,churches (buildings); church towers; trees; photographic postcards,McGowan,Washington,Photo'Neil,"Long Beach, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_204,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.5 x 3.5, Color",Image;StillImage,application/pdf,eng,46.246584,-123.910128,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/110,110,199.pdf,/nwpostcards/image/199.pdf,nwpostcards110
"Stanley Lake and Peaks, Sawtooth Mountains, Idaho",Postcard is of Stanley Lake and the Sawooth Mountains in Idaho.,,picture postcards,Wesley Andrews,1929,mountains; lakes; trees; picture postcards,Stanley Lake and Peaks; Sawtooth Moutnains,Idaho,Wesley Andrews,"Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,44.244349,-115.064567,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/111,111,2.pdf,/nwpostcards/image/2.pdf,nwpostcards111
"Whatcom Falls, Bellingham, Washington","Postcard is of a natural waterfall in the Whatcom Falls Park in Bellingham, Washington.",,picture postcards,,1960,waterfalls; parks (recreation areas); picture postcards,Bellingham; Whatcom Falls Park,Washington,J.L. Robbins Co.,"Spokane, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_020,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"5.4375 x 3.4375, Color",Image;StillImage,application/pdf,eng,48.753879,-122.42746,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/112,112,20.pdf,/nwpostcards/image/20.pdf,nwpostcards112
Snohomish County Courthouse,"Postcard of the Snohomish County Courthouse in Everett, Washington.",,photographic postcards,Clifford B. Ellis,1960,public buildings; county courthouses; trees; men; buildings; photographic postcards,Everett,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_205,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.4375, Color",Image;StillImage,application/pdf,eng,47.97695,-122.207053,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/113,113,200.pdf,/nwpostcards/image/200.pdf,nwpostcards113
Alexander Blockhouse,"Postcard of the Alexander Blockhouse in Coupeville, Washington.  | Alexander Blockhouse and Indian dug-out canoes, Coupeville, Washington.",,photographic postcards,Clifford B. Ellis,1960,blockhouses; buildings; historic buildings; trees; canoes; photographic postcards,Coupeville,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_206,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,48.220934,-122.688618,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/114,114,201.pdf,/nwpostcards/image/201.pdf,nwpostcards114
Stevens County Courthouse,"Postcard of the Stevens County Courthouse in Coville, Wash. | A Modern City of 4,000 population situated in the heart of the scenic Colville Valley.",,photographic postcards,Colville Camera Center,1960,public buildings; county courthouses; trees; automobiles; buildings; photographic postcards; flagpoles; flags,Colville,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_207,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,48.543188,-117.904087,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/115,115,202.pdf,/nwpostcards/image/202.pdf,nwpostcards115
"Colfax, Whitman County, Washington","Postcard of a covered railroad bridge near Colfax, Washington. | Colfax, Whitman County, Washington. 6 miles North West at Manning siding of Great Northern Railroad. The only covered bridge in Eastern Washington. Open top boxed type bridge across the Palouse River against background of a wheatfield.",,photographic postcards,Werner Lenggenhager,1960,covered bridges; railroad bridges; railroads; rivers; trees; photographic postcards,Colfax,Washington,Ellis Post Card Co.,"Arlington, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_208,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.92801,-117.415239,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/116,116,203.pdf,/nwpostcards/image/203.pdf,nwpostcards116
"Snoqualmie Pass, Washington","Postcard of the Alpental ski resort in the Snoqualmie National Forest in Washington state. | Alpental. Snoqualmie Pass, Washington, in the heart of Snoqualmie National Forest. The Goldener-Adler and Goldener-Hirsch Condominiums offer year-round swimming facilities. Combined with a sauna, ice ring, superb ski slopes and the numerous hiking trails in the area, Alpental is truly a year-round recreational resort.",,photographic postcards,,1960,ski resorts; snow; trees; mountains; swimming pools; photographic postcards,Snoqualmie Pass,Washington,"Smith Western, Inc.","Tacoma, WA; Portland, OR","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_193,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.9375 x 6, Color",Image;StillImage,application/pdf,eng,47.443883,-121.426173,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/117,117,204.pdf,/nwpostcards/image/204.pdf,nwpostcards117
House Museum,"Postcard of a historic house exhibit at the Fort Columbia State Park in Chinook, Washington. | House Museum at Fort Columbia Historical State Park near Chinook, Washington. Former Commanding Officer's house at Fort Columbia, one of several forts guarding mouth of Columbia River. This museum is under the auspices of Willapa Chapter, Daughters of the American Revolution.",,photographic postcards,,1960,buildings; historic buildings; historic houses; dwellings; trees; photographic postcards,Chinook,Washington,Photo'Neil,"Long Beach, WA","PG 107, Knowles Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,Postcard_209,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5 x 5.5, Color",Image;StillImage,application/pdf,eng,46.252537,-123.919269,,,2013-01-15,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/118,118,205.pdf,/nwpostcards/image/205.pdf,nwpostcards118
