title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"CCC camp F-127, Company 1235, on Big Creek","Wellner, Chuck A.","CCC camp F-127, Company 1235, on Big Creek.",1934,,United States--Idaho--Bonner County--Priest River Experimental Forest--Big Creek,,Bonner County;Priest River Experimental Forest;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCC_camp34,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1157c,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/146,146,230.jp2,/expforsav/image/230.jp2,expforsav146
"Frank Martino 94 Sackman St Brookln N.Y. fixed the Supply room on Jan 19, 1939","Martino, F.","Note found in supply shed of CCC camp, now a shop on private property, written by the enrollee that made the repairs. ""Frank Martino 94 Sackman St Brookln N.Y. fixed the Supply room on Jan 19, 1939""",1939,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCC_Headquarters_note,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1157g,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/147,147,231.jp2,/expforsav/image/231.jp2,expforsav147
CCC Camp on Big Creek,"Wellner, Chuck A.",No legible name or date. Man stands with a dog in front of the entrance sign to the CCC camp located on Big Creek.,1934,Yes,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCC_man,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1157d,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/148,148,232.jp2,/expforsav/image/232.jp2,expforsav148
Hadala is listed as an enrollee in the Annual report of Co. 1235 in 1937,"Wellner, Chuck A.",Hadala is listed as an enrollee in the Annual report of Co. 1235 in 1937.,1937,Yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCC_Ray_Hadala,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1157f,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/149,149,233.jp2,/expforsav/image/233.jp2,expforsav149
Man in foreground taking soil moisture measurements,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Quadrat on instrumental arrangement for study of factors affecting seedling survival. Western white pine types-clear cut habitat. Phytometers-are used for studing loss of water from plants. Man in foreground taking soil moisture measurements. Man on left is Wellner, on right is I.T. Haig. Wellner dated this photos as 1932.",1932,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCInflamStation,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1184,270721,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/150,150,234.jp2,/expforsav/image/234.jp2,expforsav150
"From left, Bob Marshall, Robert Weidman, Gerhard Kempf, and F.G. Miller","Hatch, A. B.","From left, Bob Marshall, Robert Weidman, Gerhard Kempf, and F.G. Miller (University of Idaho). Scanned from a framed copy hanging in the Conference building.",1928,,United States--Idaho--Bonner County--Priest River Experimental Forest--Big Creek,,Bonner County;Priest River Experimental Forest;Big Creek,48.31972222,-116.8247222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",BigCreekPeople,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1323a,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/151,151,235.jp2,/expforsav/image/235.jp2,expforsav151
Landscape view [03],"Wellner, Chuck A.","Recent, landscape view, found in Wellner files.",1975,Yes,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Coeur d'Alene_clear_cuts,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,716,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/152,152,236.jp2,/expforsav/image/236.jp2,expforsav152
Gang at Spike Camp,"Wellner, Chuck A.","No info; caption reads:""Gang at Spike Camp"".",1940,y,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",CCC_men,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1157e,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/153,153,237.jp2,/expforsav/image/237.jp2,expforsav153
Landscape view [01],"Wellner, Chuck A.","Recent, landscape view, found in Wellner files.",1975,Yes,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Coeur d'Alene_landscape,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,718,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/154,154,238.jp2,/expforsav/image/238.jp2,expforsav154
Landscape view [02],"Wellner, Chuck A.","Recent, landscape view, found in Wellner files.",1975,Yes,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Coeur d'Alene_landscape2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,717,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/155,155,239.jp2,/expforsav/image/239.jp2,expforsav155
A series of snow scenes [05],"Gisborne, Harry Thomas, 1893-1949","A series of snow scenes with notes by Gisborne expressing his dissatisfaction with building design, landscaping, drainage, and lost time shoveling roofs.",1949,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",1949GisCabin2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1179,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/156,156,24.jp2,/expforsav/image/24.jp2,expforsav156
"Junction of the main Coeur 'Alene River (left) with the South Fork (right) near Enaville, Idaho","Wellner, Chuck A.","Junction of the main Coeur 'Alene River (left) with the South Fork (right) near Enaville, Idaho. The mainriver is crystal clear and sparking while the South Fork is polluted, dirty, milky, gray from the offal of lead, gold, silver mines above. CDS NF, Idaho. Taken 8-31-40 by C.A. Wellner.",1940-08-30,,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,47.55583333,-116.2572222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Coeur d'Alene_Rivers,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2868,403220,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/157,157,240.jp2,/expforsav/image/240.jp2,expforsav157
Ponderosa pine plantings in Benton Flat,"Larsen, J. A.","This photo taken from a report that describes ponderosa pine plantings in Benton Flat, 1912-1915, which tested size and age classes of nursery stock, time of planting and several different site aspects. Caption reads: ""Fig, 2. 2-1 stock western yellow pine planted spring 1912. Photo fall 1922.""",1922,Yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,Bonner County;Priest River Experimental Forest;Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",ClassOfStock1923_P01,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,607,173258,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/158,158,241.jp2,/expforsav/image/241.jp2,expforsav158
