title,photographer,date,date is approximate,description,subject,subject (lcsh),subject (lctgm),location depicted,location,latitude,longitude,original identifier,source,digital collection,holding institution,ordering information,format original,type,format,digital identifier,date digital,language,web site,rightsstatement,rights,digital specifications,original reference url,original contentdm number,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"North American Mining Co., Kellogg (Idaho) 1916 [02]","Barnard Studio (Wallace, Idaho)",1916,yes,Winter Scene of the mine,winter; mine buildings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Winter; Mine buildings,United States - Idaho - Shoshone County - Kellogg,Kellogg West,47.502077,-116.099077,PG 8-X550c,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-x00550c,2009-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1103",1103,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1062,1062,854.jp2,/bar-stock/image/854.jp2,barstock1062
"North American Mining Co., Kellogg (Idaho) 1916 [03]","Barnard Studio (Wallace, Idaho)",1916,yes,Winter Scene of the mine,winter; mine buildings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Winter; Mine buildings,United States - Idaho - Shoshone County - Kellogg,Kellogg West,47.502088,-116.099088,PG 8-X550b,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-x00550b,2009-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1102",1102,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1063,1063,855.jp2,/bar-stock/image/855.jp2,barstock1063
"North American Mining Co., Kellogg (Idaho) 1916 [04]","Barnard Studio (Wallace, Idaho)",1916,yes,Winter Scene of the mine,winter; mine buildings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Winter; Mine buildings,United States - Idaho - Shoshone County - Kellogg,Kellogg West,47.502066,-116.099066,PG 8-X550d,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-x00550d,2009-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1104",1104,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1064,1064,856.jp2,/bar-stock/image/856.jp2,barstock1064
"North American Mining Co., Kellogg (Idaho) 1916 [05]","Barnard Studio (Wallace, Idaho)",1916,yes,Winter Scene of the mine,winter; mine buildings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Winter; Mine buildings,United States - Idaho - Shoshone County - Kellogg,Kellogg West,47.541099,-116.168099,PG 8-X550f,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-x00550f,2009-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1106",1106,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1065,1065,857.jp2,/bar-stock/image/857.jp2,barstock1065
"North American Mining Co., Kellogg (Idaho) 1916 [06]","Barnard Studio (Wallace, Idaho)",1916,yes,Winter Scene of the mine,winter; mine buildings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Winter; Mine buildings,United States - Idaho - Shoshone County - Kellogg,Kellogg West,47.502055,-116.099055,PG 8-X550e,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-x00550e,2009-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1105",1105,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1066,1066,858.jp2,/bar-stock/image/858.jp2,barstock1066
"Hercules Mine, Burke (Idaho) 1902 [01]","Barnard Studio (Wallace, Idaho)",1902,yes,First underground crew at Hercules,dwellings; people,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Men; Houses,United States - Idaho - Shoshone County - Burke,Burke,47.547033,-115.827033,PG 8-X587a,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-X000587a,2010,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","150 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1107",1107,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1067,1067,859.jp2,/bar-stock/image/859.jp2,barstock1067
"Hercules Mine, Burke (Idaho) 1902 [02]","Barnard Studio (Wallace, Idaho)",1902,yes,First underground crew at Hercules.,dwellings; people; lists,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Men; Houses,United States - Idaho - Shoshone County - Burke,Burke,47.547022,-115.827022,PG 8-X587b,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-X000587b,2010,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","150 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1108",1108,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1068,1068,860.jp2,/bar-stock/image/860.jp2,barstock1068
Gem (Idaho) 1919 [01],"Barnard Studio (Wallace, Idaho)",1919,yes,"View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation); railroad cars; dwellings,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Automobiles; Railroad passenger cars,United States - Idaho - Shoshone County - Gem,Burke,47.508239,-115.867983,PG 8-X585a,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-X000585a,2010,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","150 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1110",1110,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1069,1069,861.jp2,/bar-stock/image/861.jp2,barstock1069
Gem (Idaho) 1919 [02],"Barnard Studio (Wallace, Idaho)",1919,yes,"View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation); railroad cars; dwellings; groups of people,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Automobiles; Railroad passenger cars; People,United States - Idaho - Shoshone County - Gem,Burke,47.508249,-115.867973,PG 8-X585b,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-X000585b,2010,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","150 dpi grayscale with watermark (displayed), Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1111",1111,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1070,1070,862.jp2,/bar-stock/image/862.jp2,barstock1070
Shoshone County (Idaho) [07],"Barnard Studio (Wallace, Idaho)",1918,yes,Outside view of the poor house,poor,"Barnard, T. N. (Thomas Nathan) - Photograph collections; Stockbridge, Nellie - Photograph collections",Poor persons; Houses,United States - Idaho - Shoshone County,,47.492943,-115.95514,PG 8-X407f,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",8x10 black and white glass negative,Image;StillImage,image/jpg,8-X00407f,2009-06-09,eng,http://www.lib.uidaho.edu/digital/barstock/,https://creativecommons.org/publicdomain/mark/1.0/,"Material has passed into Public Domain based on date of creation. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","300 dpi grayscale, Scanned from a 8 x 10  black and white print. Master is a 300 dpi Tiff.","http://contentdm.lib.uidaho.edu/u?/barstock,1022",1022,,,2011-12-16,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1071,1071,863.jp2,/bar-stock/image/863.jp2,barstock1071
