title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,standardized rights,format original,type,format,cdmid,contentdm file name,objectid
"Fish Lake, Idaho [03]","Equipment and supplies piled up near Fish Lake, one of the Stonebraker's visited recreation areas.",1902,yes,forests; building materials; lakes;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 164",PG26-S1-019,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpg,260,261.jp2,stonebraker260
"Hog pen in Stites, Idaho",Hog pen owned by the Stonebraker family on the Clearwater River.,1902,yes,hogs; rivers; houses;,46.072155,-115.971079,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 165",PG26-S1-020,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,261,262.jp2,stonebraker261
"Fish Lake, Idaho [04]","W.A. (Allen) Stonebraker stands with fishing rod and caught fish near Fish Lake. ""A nice catch.""",1902,yes,fishing rods; fishing; fish;,45.38842,-115.319519,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 166",PG26-S1-021,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,262,263.jp2,stonebraker262
"Fish Lake, Idaho [05]",Scenic view of lake and surrounding forest.,1902,yes,lakes; mountains; forests;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 163",PG26-S1-018,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpg,263,264.jp2,stonebraker263
Sumner Stonebraker cooking at camp,"Sumner stands near a tent in the woods. ""Cooking breakfast.""",1902,yes,tents; camp sites; cooking tools and equipment;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 167",PG26-S1-022,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x3.25 black and white print,Image;StillImage,image/jpg,264,265.jp2,stonebraker264
"Fish Lake, Idaho [06]",Sumner Stonebraker sleeps at his camp site near Fish Lake.,1902,yes,camp sites; tents;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 168",PG26-S1-023,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,265,266.jp2,stonebraker265
Baling Hay at the Stonebraker Ranch [02],"Bill (Adolph) Stonebraker, stepson of Al, pets a horse while holding a pitchfork. Other horses and a man sit nearby. The mules were named Smokey and Mamie.",9/1/1931,yes,horses; plows; hay;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 19",26-N20,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white negative,Image;StillImage,image/jpg,266,267.jp2,stonebraker266
Stonebraker pack train [09],Horses rest in a forested area on the way to Thunder Mountain.,1902,yes,horses; forests;,44.962611,-115.134777,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 169",PG26-S1-024,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,267,268.jp2,stonebraker267
Stonebraker pack train [10],Pack train operation of horses walks near a fence going uphill.,1902,yes,horses; rocks; trails (recreation areas);,46.084588,-115.966797,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 170",PG26-S1-025,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2x3 black and white print,Image;StillImage,image/jpg,268,269.jp2,stonebraker268
Leeta Stonebraker and Bob Scholfield,"Leeta Stonebraker (left) and Bob Scholfield pose near Stites, Idaho. ""Our stump speakers.""",1902,yes,women;,46.091577,-115.976277,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 171",PG26-S1-026,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,269,270.jp2,stonebraker269
Scenic view near Thunder Mountain [01],Passing through Roosevelt.,1902,yes,mountains; forests; overlooks; mining towns;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 172",PG26-S1-027a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.25x3.25 black and white print,Image;StillImage,image/jpg,270,271.jp2,stonebraker270
Scenic view near Thunder Mountain [02],Passing through Roosevelt.,1902,yes,mountains; forests; overlooks; mining towns;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 174",PG26-S1-028,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x3 black and white print,Image;StillImage,image/jpg,271,272.jp2,stonebraker271
Pack train rests in forest,Horses in camp.,1902,yes,horses; forests;,44.950463,-115.136697,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 175",PG26-S1-029,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,272,273.jp2,stonebraker272
