title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Nickel Hop at Delta Gamma [02],Students dance at the Delta Gamma Nickel Hop. Two men taking a break can be seen sitting down in the background.,1960,yes,sororities; sorority houses; social dances,Greek Life,Delta Gamma,46.728528,-117.007816,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/204,204,205.jp2,/pg2/image/205.jp2,pg2204
Nickel Hop at Delta Gamma [03],Students dance during the Delta Gamma Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Delta Gamma,46.728583,-117.007802,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/205,205,206.jp2,/pg2/image/206.jp2,pg2205
Nickel Hop at Delta Gamma [01],Students take a break outside during the Nickel Hop at Delta Gamma.,1960,yes,sororities; sorority houses; social dances,Greek Life,Delta Gamma,46.728509,-117.007978,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/206,206,207.jp2,/pg2/image/207.jp2,pg2206
Squeal Day at Delta Gamma [01],New members of Delta Gamma celebrate and rejoice at Squeal Day.,1960,yes,sororities; recruiting; group portrait,Greek Life,Delta Gamma; Squeal Day,46.728579,-117.007675,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-05,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/207,207,208.jp2,/pg2/image/208.jp2,pg2207
Group picture outside Kappa Kappa Gamma house,Members of the Kappa Kappa Gamma sorority pose for a group photograph outside of their house.,1932-06-05,,sororities; sorority houses,Greek Life,Kappa Kappa Gamma,46.727558,-117.008476,,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,047-07,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,7x5 black and white film negative,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/208,208,209.jp2,/pg2/image/209.jp2,pg2208
Nickel Hop at Kappa Kappa Gamma [02],Seven students take a break from dancing at the Kappa Kappa Gamma Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Kappa Kappa Gamma,46.727428,-117.008665,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,047-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/209,209,210.jp2,/pg2/image/210.jp2,pg2209
Squeal Day at Delta Gamma [02],Male students look on as returning members of Delta Gamma embrace the new members of the sorority.,1960,yes,sororities; recruiting; group portrait,Greek Life,Delta Gamma; Squeal Day,46.72865,-117.007706,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-06,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/210,210,211.jp2,/pg2/image/211.jp2,pg2210
Squeal Day at Delta Gamma [03],Part of a group photograph of Delta Gamma women preparing for a formal portrait after Squeal Day.,1960,yes,sororities; recruiting; group portrait,Greek Life,Delta Gamma; Squeal Day,46.728671,-117.007807,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-07,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/211,211,212.jp2,/pg2/image/212.jp2,pg2211
Squeal Day at Delta Gamma [04],Part of a group photograph of Delta Gamma women preparing for a formal portrait after Squeal Day.,1960,yes,sororities; recruiting; group portrait,Greek Life,Delta Gamma; Squeal Day,46.72861,-117.007777,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,048-08,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/212,212,213.jp2,/pg2/image/213.jp2,pg2212
Nickel Hop at Gamma Phi Beta [01],A group of people dance at the Gamma Phi Beta Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Gamma Phi Beta,46.728634,-117.008834,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/213,213,214.jp2,/pg2/image/214.jp2,pg2213
Nickel Hop at Gamma Phi Beta [02],People dance at the Gamma Phi Beta Nickel Hop.,1960,yes,sororities; sorority houses; social dances,Greek Life,Gamma Phi Beta,46.728628,-117.008762,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/214,214,215.jp2,/pg2/image/215.jp2,pg2214
Gamma Phi Beta's Dianne and Joanne Heller entertaining rush week guests with a hula dance [01],Dianna and Joanne Heller perform in Hula-themed outfits to entertain rush week guests.,1960,yes,sororities; hula skirts; social dances; double portrait,Greek Life,Gamma Phi Beta; Rush,46.728619,-117.008675,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/215,215,216.jp2,/pg2/image/216.jp2,pg2215
Gamma Phi Beta's Dianne and Joanne Heller entertaining rush week guests with a hula dance [02],Dianna and Joanne Heller perform Hawaiian dances as part of the entertainment for rush week guests.,1960,yes,sororities; hula skirts; social dances; double portrait,Greek Life,Gamma Phi Beta; Rush,46.728628,-117.008578,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/216,216,217.jp2,/pg2/image/217.jp2,pg2216
Gamma Phi Beta's Judy Kempton and Carol Evans entertaining rush week guests [01],Judy Kempton and Carol Evans perform a fan dance in traditional Japanese kimonos as part of the entertainment for rush week guests.,1960,yes,sororities; group portrait,Greek Life,Gamma Phi Beta; Rush,46.728584,-117.008645,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-05,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/217,217,218.jp2,/pg2/image/218.jp2,pg2217
Gamma Phi Beta's Judy Kempton and Carol Evans entertaining rush week guests [02],Judy Kempton and Carol Evans bow to one another while dressed in traditional Japanese kimonos as part of the entertainment for rush week guests.,1960,yes,sororities; double portrait; kimonos,Greek Life,Gamma Phi Beta; Rush,46.728579,-117.008795,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,049-06,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,10x8 black and white print,image;stillimage,image/jpg,eng,2017-10-19,2017-10-19,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/218,218,219.jp2,/pg2/image/219.jp2,pg2218
