title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
Machine made ditch,"Balderson, V.W.",1940,yes,"A man digs a ditch with a tractor. Note: This image is part of a report by V.W. Balderson to Director of Indian Affairs, D.E. Murphy on CCC-Indian Division Projects completed by the Fort Hall Agency, Fort Hall, Idaho.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; irrigation; ditch,Little Indian Ditch; Bingham;Idaho;United States,,43.24853,-112.1424,NARA DC; RG 75; E 1000 CCC - Indian Division; General Records; Box 102 Fort Hall,,,NARA16DC43a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,408,archivalidaho408
Camp near Stanley,"Bell, W.B.",1926,,Photo text: 'Part of Stanley where Robert McAllister writes about poisoning operations.' This is image is part of records by Fish and Wild Life Services.,national forests; forest services; poisoning; predator control; camps; tents; buildings,Stanley;Idaho;United States,,44.260435,-114.854448,NARA College Park; RG 22 Fish and Wildlife Services; Biological Survey Photos; WB; Box 97,,United States Fish and Wildlife Service,NARA0815DC75,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,409,archivalidaho409
Ridge near Castle Fork,"Wadley, H.",1964,,"Photo text: 'Area looking north around head of Castle Fork to Cougar Look Out, along ridge route. June 22, 1964.'",national forests; ridges; mountains; landscapes,Salmon-Challis National Forest;Idaho;United States,,44.672545,-114.875909,,,,Sal13Chal158,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,410,archivalidaho410
Idaho Falls and Snake River,"Stevens, A.W. Capt.",1925,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; cities; towns; fields; rivers,Idaho Falls;Idaho;United States,,43.494947,-112.045034,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army29,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,411,archivalidaho411
Middle Fork of Salmon from Cougar Ridge,"Wadley, H.",1964,,"Photo text: 'Looking up Middle Fork from point on Cougar Ridge, Jackass Ridge and Flat can be seen. June 22, 1984.'",national forests; mountains; peaks; ridges; landscapes; rivers,Salmon-Challis National Forest;Idaho;United States,,45.078519,-114.053881,,,,Sal13Chal149,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,412,archivalidaho412
"Mill at Lake Creek, Buffalo Hump",,1905,,A view of the mill at Lake Creek near Buffalo Hump.,cabins; log; buildings; towns; cities; mountains; forests; logging; industry; natural resources; saw mills; lumber; buildings; national forests,Buffalo Hump;Idaho;United States,,45.620636,-115.70002,NARA DC; RG 49; E 918P; Reports; photos; and maps removed from Forest Files (E 912) Box 4 Buffalo Hump Album 1905,,,NARA16DC270,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,413,archivalidaho413
Man on horse in burned area near mouth of Alder Creek,,1922,,"Photo text: 'On ridge between Fish and Obia(?) Hungry, Creeks, north of mouth of Alder Creek. Sheep range - no reproduction.'",national forests; surveys; sheep; horses; riders; people; burn; fires; forest fires,Nez Perce-Clearwater National Forest;Idaho;United States,,46.348681,-115.436912,,,United States Forest Service,ClrwtrNF30,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,414,archivalidaho414
Boise-Payette Lumber Company on Boise River,"Stevens, A.W. Capt.",1925,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; rivers; industry; natural resources; lumber; timber; buildings; mills,Barber; Boise;Idaho;United States,,43.562065,-116.117858,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army12,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,415,archivalidaho415
"Payette High School, Idaho",,1940,yes,"Photo text: 'WPA constructed the fine addition to the Payette, Idaho, high school.' This building is currently McCain Middle School. Note: This image is part of a Work Progress Administration publicity series.",Works Progress Administration; WPA; construction; buildings; towns; cities; schools,Payette;Idaho;United States,,44.080017,-116.910165,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC151,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,416,archivalidaho416
A group of CCC workers fencing,,1940,yes,A group of CCC workers from Mountain Home Camp G-99 work on a post and wire-net fence. Image part of CCC-Idaho Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; buildings; roads; construction; people; crew; trucks; machinery; fences,Mountain Home;Idaho;Unites States,,43.13281,-115.69656,NARA College Park; Still Photo Branch; RG 49; GLO/BLM 1953- WLM Series Box 6 GLO Camp G-99; Mtn. Home Camp; 1940,,,NARA16DC122,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,417,archivalidaho417
"Cattle guard construction crew, Bannock area","Balderson, V.W.",1940,yes,"Construction of cattle guard crew for Bannock area. 1. Foreman Earl Cutler and crew. Project #137.' Note: This image is part of a report by V.W. Balderson to Director of Indian Affairs, D.E. Murphy on CCC-Indian Division Projects completed by the Fort Hall Agency, Fort Hall, Idaho.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; cattle; cattle guard; fences; corral,Fort Hall Reservation;Idaho;United States,,42.96457,-112.36563,NARA DC; RG 75; E 1000 CCC - Indian Division; General Records; Box 102 Fort Hall,,,NARA16DC38b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,418,archivalidaho418
Moose Creek Ranger Station landing field improvement plan notes,,1957,,"This image is part of a series of aerials, images, and planning documents for the Moose Creek Ranger Station landing field and strips.",aerials; national forests; landing fields; landing strips; air fields; ranger stations; stations; planning,Nez Perce-Clearwater National Forest;Idaho;United States; Selway-Bitterroot Wilderness;Idaho;United States,,46.12265,-114.925536,NARA Seattle; RG 95; R-1 Improvement Airstrips; G2 A 293; Box 5,,United States Forest Service,MooseCr60,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,419,archivalidaho419
