title,date,date is approximate?,description,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid
"Albion State Normal School. South entrance of new dorm. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1L,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/415,cities,415,cities415
"Albion State Normal School. Training school. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1m,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/416,cities,416,cities416
"Albion State Normal School. Old Administration Building. Albion, Idaho.",1915,y,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1o,"Engstrom Studio, Lewiston",Idaho Cities & Towns Collection,5x7 glass copy negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/417,cities,417,cities417
"Last stagecoach leaving Salmon, Idaho.",1895,y,,Salmon,45.176951,-113.897409,horse-drawn vehicles; main street;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-006-1a,,Idaho Cities & Towns Collection,3.25x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/418,cities,418,cities418
"Panoramic view of Salmon, Idaho.",1910,y,,Salmon,45.176951,-113.897409,panoramas;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-006-2a,Mrs. Harry Marsh,Idaho Cities & Towns Collection,4.5x7.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/419,cities,419,cities419
"Albion State Normal School. South side of gymnasium. Albion, Idaho.",1928,,,Albion,42.412826,-113.576789,schools;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-005-1n,,Idaho Cities & Towns Collection,2.75x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/420,cities,420,cities420
"Christ Weisgerber sitting in his office. C. Weisgerber Brewery. Lewiston, Idaho.",1902-08-25,,,Lewiston,46.409184,-117.001734,breweries;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-007-8k,Philip Weisgerber,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/421,cities,421,cities421
"Salvation Army Home float in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05c,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/422,cities,422,cities422
"Back row, L-R: Bell McTerfen, Miss White, Josie O'Grady. Front row: Clara Johnson, Addie Cook, Clara Rowe, Edna Johnson.",1895,,Grangeville High School graduation class?,Grangeville,45.927751,-116.121325,school girls,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-06d,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/423,cities,423,cities423
"Boise Exchange Club 'Always Digging'  float in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05d,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/424,cities,424,cities424
"Drummers in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05e,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/425,cities,425,cities425
"Parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05f,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/426,cities,426,cities426
"Kiwanians pushing perambulators that say 'We Build' in parade. Boise, Idaho.",1925-04-16,,Parade to celebrate the coming of the Union Pacific Railroad main line to Boise,Boise,43.616696,-116.203406,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05g,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/427,cities,427,cities427
"Crowd, airplane, and train at celebration of coming of Union Pacific main line to Boise, Idaho.",1925-04-16,,,Boise,43.601754,-116.214682,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05h,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/428,cities,428,cities428
"President Gray's special train arrives at new station. Celebration of coming of Union Pacific main line to Boise. Boise, Idaho.",1925-04-16,,,Boise,43.601754,-116.214682,parades;,Photo Group 5  | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-008-05i,Theodore A. Sherman,Idaho Cities & Towns Collection,7x11 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/429,cities,429,cities429
