objectid,identifier,title,description,creator,staff,relation,date,date is approximate,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path
womenscenter133,ug71_f364-1974feb,Newsletter: Women's Center,"The February 1974 issue of the Women's Center newsletter, titled ""Newsletter: Women's Center.""",Women's Center,,,1974-02,,children (people by age group); fundraising; fraternities (associations); training,"Administration Building, University of Idaho, Moscow ID",46.725458,-117.010767,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/132,132,44.pdf,/womenscenter/image/44.pdf
womenscenter134,ug71_b11_f382-035b,Fun Run [40],A woman holds a race gun while Jeannie Harvey holds a stopwatch. A small child stands in front. Both women are looking at the camera.,,,,1997,yes,starter pistols; women; children (people by age group),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/133,133,391.jp2,/womenscenter/image/391.jp2
womenscenter135,ug71_b11_f381-026c,Wedding party [01],"A group of people (possibly the wedding party) standing near each other. The event appears to be a wedding, with bridesmaids on the left and groomsmen on the right, and the bride and groom in the center.",,,,,,decorations (ornamental works); weddings (ceremonies); dresses (garments),,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/134,134,260.jp2,/womenscenter/image/260.jp2
womenscenter136,ug71_f367-1997oct,"Women's Center Vol. 26, No. 2 October 1997","The October 1997 issue of the Women's Center Newsletter, titled ""Women's Center Vol. 26, No. 2 October 1997.""",Women's Center,"Anderson, Jill; Palmer, Susan; Russo, Valerie",,1997-10,,gender role; radiology; basketball (court ball games),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/135,135,93.pdf,/womenscenter/image/93.pdf
womenscenter137,ug71_b11_f384-008,Susan Palmer on the Administration Auditorium Stage,Susan Palmer on the Administration Auditorium stage. A projector is below the stage and a projector screen hangs behind Susan Palmer.,,,,1999,yes,women; public speaking; stage floors,"Administration Auditorium, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/136,136,227.jp2,/womenscenter/image/227.jp2
womenscenter138,ug71_f364-1985novdec,Women's Center November/December Programs,"The November/December 1985 issue of the Women's Center Newsletter, titled ""Women's Center November/December Programs.""",Women's Center,"McMahan, Kerrin",,1985-11,,alcoholism; elections; yoga (activity),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/137,137,373.pdf,/womenscenter/image/373.pdf
womenscenter139,ug71_b11_f382-014,Fun Run [02],A group of people waiting for the Fun Run to begin.,,,ug71_b11_f382-036a.jpg,1997,yes,races (events); waiting; anonymous people,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/138,138,226.jp2,/womenscenter/image/226.jp2
womenscenter140,ug71_f365-1989janfeb,Women's Center January/February Programs 1989,"The January/February 1989 issue of the Women's Center Newsletter, titled ""Women's Center January/February Programs 1989.""",Women's Center,"Thomas, Betsy; Ruby, Kathy; Davies, Heidi; Kornkven, Anne; Larson, Marigay; Pike, Joan; Soliz, Betty",,1989-01,,civil rights; justice (philosophical concept); caretakers,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/139,139,262.pdf,/womenscenter/image/262.pdf
womenscenter141,ug71_b11_f381-006c,Inside the Women's Center [04],A shot of the inside of the Women's Center. A table covered in bright magenta is in the foreground. A television screen hangs off the wall on the left. Two women can be seen near large windows on the right.,,,,,,pottery (visual works); paintings (visual works); crafts (arts genre),"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/140,140,434.jp2,/womenscenter/image/434.jp2
womenscenter142,ug71_b11_f383-018,"Zinser Inauguration, April 6, 1990 [18]",Scene during Elisabeth Zinser's inauguration. Zinser was the first female president of the University of Idaho. A woman speaks at a podium. About half of the people on stage and audience are wearing regalia.,,,,1990,yes,academic ceremonies; academic gown; audiences,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/141,141,401.jp2,/womenscenter/image/401.jp2
womenscenter143,ug71_f365-1989sep,Women's Center September Programs 1989,"The September 1989 issue of the Women's Center Newsletter, titled ""Women's Center September Programs 1989.""",Women's Center,"Thomas, Betsy; Kuehne, Caroline; Davies, Heidi; Kornkven, Anne; Larson, Marigay; Soliz, Betty",,1989-09,,age; ethics (philosophy); baseball (field sport),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/142,142,292.pdf,/womenscenter/image/292.pdf
womenscenter144,ug71_f366-1994novdec,Women's Center November/December,"The November/December 1994 issue of the Women's Center Newsletter, titled ""Women's Center November/December.""",Women's Center,"Thomas, Betsy; Hartwell-Beal, Pam; Bouchard, Kimberley; Snow, Gwen; Lee, Adrian; Moore, Lisa; Johnson, Lori",,1994-11,,storytelling; politics; celebrations,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/143,143,333.pdf,/womenscenter/image/333.pdf
