title,creator,publisher,date,date is approximate,description,subject,collection,contributing institution,publisher digital,source,listing code,identifier,format original,type,format,digitization specifications,rights,rightsstatement,language,metadata cataloger,metadata assistants,scanner technician,scanner assistants,collection administrator,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"Leonard Feather at the piano, Duke Ellington, Billy Strayhorn, and others","Al. Hauser Photos, NY",,1965,y,"7 x 9 inch photograph; Platterbrains WMCA radio show. Leonard Feather at the piano, Duke Ellington, Billy Strayhorn, and others","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0511,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240309,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/256,256,257.jpg,/lfc/image/257.jpg,lfc256
"Milton Gabler, Bob Bach, Leonard Feather, Andre Baruch, Bea Wain, and Tommy Dorsey","Harold  Stein Photographers, NY",,1950,y,"8 x 10 inch photograph; WMCA radio show. Left to right: Milton Gabler, Bob Bach, Leonard Feather, Andre Baruch, Bea Wain, and Tommy Dorsey","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0512,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240292,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/257,257,258.jpg,/lfc/image/258.jpg,lfc257
Leonard Feather playing the piano in a studio session.,Charlie Mihn,,1965,y,"8 x 10 inch photograph; Leonard Feather playing the piano accompanied by Teddy Bunn, on guitar at left singer Leo Watson, George Vann on drums, Red Callender on bass and possibly Ulysses Livingstone on right guitar, in a recording studio.","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0513,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240756,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/258,258,259.jpg,/lfc/image/259.jpg,lfc258
Leo Watson in a recording studio,Charlie Mihn,,1955,y,10 x 8 inch photograph; unidentified singer in a recording studio,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0514,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240418,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/259,259,260.jpg,/lfc/image/260.jpg,lfc259
Ye Olde English Swynge Band,,Melody Maker,1965,y,"8 x 10 inch photograph; Ye Olde English Swynge Band (Danny Polo on clarinet, Tommy  McQuarteron cornet, Eddie Freeman on guitar, and  Eddie Macauley on bass) and Leonard Feather at the Decca studio","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0515,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240345,2008-07-22,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/260,260,261.jpg,/lfc/image/261.jpg,lfc260
"Steve Allen, Gene Krupa, Leonard Feather, Sammy Davis Jr., and Duke Ellington",,,1956,,"8 x 10 inch photograph; Steve Allen, Gene Krupa, Leonard Feather, Sammy Davis Jr., and Duke Ellington, at the New York radio show, Platterbrains. This photograph is published in Leonard Feather's book The Jazz Years: Earwitness to an era","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0516,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239992,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/261,261,262.jpg,/lfc/image/262.jpg,lfc261
"Leonard Feather, Jo Stafford, and Skitch Henderson",,,1965,y,"8 x 10 inch photograph; Leonard Feather, Jo Stafford, and Skitch Henderson in the WMGM studio","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 58",IJC002IV,LF.IV.0517,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240031,2008-07-22,2014-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/262,262,263.jpg,/lfc/image/263.jpg,lfc262
Birds of a Feather,Francis Dance,,1968-07,,"3 1/2 x 3 1/2 inch photograph; Written on the back of the photograph: John S. Wilson, Dan Morgenstern, Leonard Feather, and Stanley Dance; Birds of a Feather","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0518,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240314,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/263,263,264.jpg,/lfc/image/264.jpg,lfc263
Leonard Feather with unidentified man,,,1964-02,,3 1/2 x 5 inch photograph; Leonard Feather with unidentified man at a cocktail party,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0519,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240353,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/264,264,265.jpg,/lfc/image/265.jpg,lfc264
Leonard Feather with unidentified man and woman,,,1964-02,,"3 1/2 x 5 inch photograph; Leonard Feather with unidentified man and woman, at a cocktail party","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0520,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240411,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/265,265,266.jpg,/lfc/image/266.jpg,lfc265
Leonard Feather,,,1985,y,"3 1/2 x 5 inch photograph; Leonard Feather with a name tag that reads: Jazz at Ojai, with an unidentified man","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0521,Black & white photograph,Image;StillImage,image/jpg,"600 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240367,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/266,266,267.jpg,/lfc/image/267.jpg,lfc266
Leonard Feather,,,1955,y,8 x 10 inch photograph; Leonard Feather with unidentified persons,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0522,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240255,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/267,267,268.jpg,/lfc/image/268.jpg,lfc267
Leonard Feather and an unidentified woman,,,1956,,7 3/4 x 9 3/4 inch photograph; Leonard Feather and an unidentified woman looking through a window to the roofs of nearby buildings [in Italy],"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 59, Folder 59",IJC002IV,LF.IV.0523,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240276,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/268,268,269.jpg,/lfc/image/269.jpg,lfc268
