title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Beal's Butte,"A view of Beal's Butte, northwest of Bovill, Idaho.",,1905,yes,dry conifer forests; dirt roads; buttes; fire damage;,"Latah County, Idaho",46.943515,-116.505438,John B. Miller,pg12-139,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/90,90,191.jp2,/treesgrewtall/image/191.jp2,trees90
Madeleine Groh,Baby Madeleine Groh in a sleigh,,1905,yes,sleighs; infants;  snow;,,,,John B. Miller,pg12-137,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x4 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/91,91,229.jp2,/treesgrewtall/image/229.jp2,trees91
A chute-type logging skidway,The logs commonly linked together by chain-tie 'dogs.' Several of these ran together with a shallow groove between parallel wooden timbers. A trickle of water often flowed here to provide lubrication.,,1910,yes,chutes; logs; timber; boardwalks; canyons; dry conifer forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-247,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/92,92,232.jp2,/treesgrewtall/image/232.jp2,trees92
Group of people in Bovill,"People are identified in caption: 'Back row (adults) Herman Zagelow, Alvina Groh, Mrs. Herman Zagelow. Fourth row, Sophia Zagelow, Marie Zagelow, and two girls not identified. Third row - in dark suit - Johnny Zagelow standing between a boy not identified (left) and Margaret McDonald. in front, John Groh holding Madeleine Groh and Elsie Zagelow, Tom Groh holding his son Tommy.'",,1910,yes,group portraits; women; men; children girls; boys; fathers; formal dress; porches;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-133,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x7.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/93,93,48.jp2,/treesgrewtall/image/48.jp2,trees93
The Wood family at their house in Bovill,"From left to right: W.S. Wood, Mrs. Wood, Almon, Nell, and Edna Wood. The house stood on the south side of Alder Street, near the corner of Third Avenue.",,1908,,families; group portraits; barnboards; clapboard siding; men; women; girls; boys; husbands; wives; fathers; mothers; siblings; forests; stairs; steps;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-063,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x8.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/94,94,224.jp2,/treesgrewtall/image/224.jp2,trees94
"The cedar yard in Bovill, Idaho","The cedar yard about 1916. The Chapin office, which stood near the center of the yard, is seen at the right. This photo was taken from the Milwaukee section house.",,1916,yes,lumberyards; steam engines; winches; cranes; cables; rigging; engine houses; boxcars; flatcars; railway stations; depots; Cedrus deodora;  company towns;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-205,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/95,95,63.jp2,/treesgrewtall/image/63.jp2,trees95
Dr. R.T. Witty extracting a tooth,Dr. R.T. Witty extracting a tooth from Tony Peterson.,,1910,yes,dentists; extractings; incisors; teeth; eyeglasses; dental chairs; bibs;,,,,John B. Miller,pg12-129,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/96,96,147.jp2,/treesgrewtall/image/147.jp2,trees96
Timber cruisers,Timber cruisers Bill Helmer (left) and Eddie Erickson.,,1910,yes,automobiles; dirt roads; men; dry conifer forests;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-177,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x5.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/97,97,20.jp2,/treesgrewtall/image/20.jp2,trees97
Potlatch Lumber Company's Camp 7 [2],"Potlatch Lumber Company's Camp 7 on lower Moose Creek, near Bovill, Idaho. Copy of a photo in 'Potlatch Lumber Company' booklet",,1910,yes,log cabins; residences; barracks; camps; railway tracks; stumps; logs; sheds; loggers; dry conifer forests;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-160,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/98,98,23.jp2,/treesgrewtall/image/23.jp2,trees98
A donkey engine near Potlatch Lumber Company's Camp 8,"In this photo, a woods crew is assembled at a donkey engine near Potlatch Lumber Company's Camp 8. In the foreground is the end of the skidway, which doubtlessly serves as a landing at an adjacent logging spur.",,1908,yes,donkey engines; steam engines; engine houses; boilers; cables; winches; engineers; loggers; timber; dry conifer forsests; snow;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-178,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/99,99,223.jp2,/treesgrewtall/image/223.jp2,trees99
"Chief Yellow Bull and wife near Bovill, Idaho","Chief Yellow Bull [Chuslum Mox Mox, Tsu Thlim Mukhs Mukhs],  Nez Perce Indian, and his wife camped in the meadow in front of the Bovill place.",,1905,yes,Native Americans; Nez Perce; Chiefs; tipis; campfires; coffee pots; pots; men; women; couples; husbands; wives; horses;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-023,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/100,100,14.jp2,/treesgrewtall/image/14.jp2,trees100
"Deary School, Deary, Idaho","The old Deary schoolhouse, built about 1912. Charlie Miller and John G. Miller helped build it. Charlie Miller fell from the building, was injured, and died in 1915 as an indirect result.",,1912,yes,schoolhouses; belfries; flagpoles; sheds;,"Latah County, Idaho",46.79429,-116.560856,John B. Miller,pg12-104,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/101,101,167.jp2,/treesgrewtall/image/167.jp2,trees101
Edna Wood,"Edna wood is pictured standing in a full-length white dress with half sleeves, wearing a bead necklace and gold bracelet.",,1912,yes,women; portraits; dresses; sleeves; bead necklaces; bracelets; picket fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-070,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/102,102,112.jp2,/treesgrewtall/image/112.jp2,trees102
Logging truck and workers,Logging truck and workers. Second from left: Johnny Zagelow. Third from left: C. G. Nogle. Fourth from left: Julius Crane.,,1930,yes,truck trailers; truck tractors; loggers; drivers; men; superintendents;,,,,John B. Miller,pg12-201,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/103,103,74.jp2,/treesgrewtall/image/74.jp2,trees103
"Parker store in Bovill, Idaho, and post office","After reconstruction, the post office was placed inside the E.K. Parker store. Here it is, with Dan Featherstone, postmaster, and dry goods section of the store.",,1913,yes,coffered ceilings; post-office boxes; post offices; general stores; electric conduits; shelves; calendars; electric lighting; electric lamps; transoms; windows; showcases; packages; textiles;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-089,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/104,104,62.jp2,/treesgrewtall/image/62.jp2,trees104
A home in the forest.',"A homestead cabin at Collins, Idaho before 1906.",,1905,yes,homesteads; cabins; forests; stumps; women; children; fences;,"Bingham County, Idaho",43.203262,-112.377184,John B. Miller,pg12-011,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7.5x9.75 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/105,105,181.jp2,/treesgrewtall/image/181.jp2,trees105
