title,description,creator,recipient,point of origin,date,date is approximate,subject,relation,latitude,longitude,digital collection,contributing institution,source,identifier,rights,rightsstatement,format original,type,digital format,language,file name,OCLC number,date created,date modified,reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Irvin Sullivan Interview Transcript,Transcript from Hal Riegger's interview with retired claims agent Irvin Sullivan. Discussion of the grave of an unknown railroad worker; construction of the Lawyer Canyon bridge; trains getting stuck in snow; a fireman killed in a wreck; various injuries incurred by railroad workers; shipping milk and cream by train; working as a claims agent.,,,,1983,yes,railroads;interviews;transcripts;wrecks;injuries;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Transcipt,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/116,116,148.pdf,/riegger/image/148.pdf,riegger116
"Letter from P.W. Stafford to Hal Riegger, April 30 1982",A letter from P.W. Stafford of Burlington Northern Railroad to Hal Riegger in which Stafford responds to Riegger's request for information and photos on the Camas Prairie and Spokane International railroads.,"Stafford, Patrick W.","Riegger, Hal",United States; California; Nevada County; Penn Valley;,1982-04-30,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/117,117,169.pdf,/riegger/image/169.pdf,riegger117
Northern Pacific Budd Car,The Northern Pacific Bus Car that ran from Spokane to Lewiston.,"Parent, Clyde",,,1905-06-06,yes,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_001,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/118,118,123.jp2,/riegger/image/123.jp2,riegger118
Freight Train Carrying Logs Through Forest,"A photograph of a freight train carrying logs through a mountainous, coniferous forest. Located '3 and 1/2 miles South of Headquarters,' according to caption.","Butler, Alfred",,,1905-04-12,,freight trains;,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_009,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/119,119,342.jp2,/riegger/image/342.jp2,riegger119
"Letter from Ivan Ergish to Hal Riegger, February 24, 1984","Correspondence between Ivan Ergish and Hal Riegger regarding information about the Cragin Mountain Railroad Line, specifically regarding the Nezperce P.R.","Ergish, Ivan","Riegger, Hal",United States; Idaho,1984-02-24,,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_031,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/120,120,332.pdf,/riegger/image/332.pdf,riegger120
Train 860 To Lewiston [2],"A photograph of train #860 from Hinkle, Oregon to Lewiston, Idaho on Camas Prairie Third Subdivision at milepost 57 - 14 miles west of Lewiston.","Morefield, Jim",,,1981-08-01,,color photographs; freight trains;  railroads (infrastructure);,,46.400483,-117.004975,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F24_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/121,121,387.jp2,/riegger/image/387.jp2,riegger121
Retired Engine in Headquarters Train Yard,"A photograph of a retired train engine at the west end of the train yard in Headquarters, Idaho.","Hastings, Phil",,,1951-06-14,,freight trains;,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_026,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/122,122,477.jp2,/riegger/image/477.jp2,riegger122
Train Engine Index,A three-page index of train engines that lists pertinent information including history and origin.,,"Riegger, Hal",United States; Idaho;,1905-06-06,yes,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_049,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/123,123,142.pdf,/riegger/image/142.pdf,riegger123
"Letter from Patrick W. Stafford to Hal Riegger, November 29, 1984",A letter from Patrick W. Stafford to Hal Riegger in which Stafford informs Riegger that he has retired from Burlington Northern but is still handling historical requests for the company.,"Stafford, Patrick W.","Riegger, Hal",United States; Wisconsin; St. Croix County; River Falls,1984-11-29,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/124,124,134.pdf,/riegger/image/134.pdf,riegger124
Nez Perce 4 Abandoned,A photograph of Nez Perce 4 as it looked in 1950 after having been abandoned off the end of a spur at Nez Perce.,"Nixon, Ron",,,1905-05-03,yes,freight trains; railroads (infrastructure);,,46.242196,-116.472788,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_010,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/125,125,322.jp2,/riegger/image/322.jp2,riegger125
Train Engine To Carry Grangeville Freight,A photograph of train engine #1506 coming up from the engine terminal in preparation for carrying local freight to Grangeville.,"Hastings, Phil",,,1950-10-03,,freight trains;,,46.40035,-117.004475,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/126,126,64.jp2,/riegger/image/64.jp2,riegger126
Engines On The Spot,"A photograph of train engines U.P. SW-10 #1236, U.P. GP-9 #248, and B.N. GP-9 #1704 on the spot at 10:00 p.m. at the East Lewiston Train Yards.","Hastings, Phil",,,1983-09-26,,freight trains;,,46.488083,-116.260967,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_030,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/127,127,68.jp2,/riegger/image/68.jp2,riegger127
Train Conductor Phones The Dispatcher,"A photograph of the train conductor for train #662 phoning the dispatcher to let him know he is going to do some work in North Lapwai, forcing the train engines to stop for him.","Hastings, Phil",,,1950-10-03,,freight trains;,,46.445193,-116.835557,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/128,128,44.jp2,/riegger/image/44.jp2,riegger128
Train Engine In The Snow,A photograph of a moving train engine huffing through the snow.,"Cash, Earl",,,1905-04-20,,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_033,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/129,129,391.jp2,/riegger/image/391.jp2,riegger129
Description of Bill Clem's Photographs,A document that contains comments/descriptions of 4 of Bill Clem's color photographs.,"Clem, Bill",,,1975,yes,films;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F17_006,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/130,130,260.pdf,/riegger/image/260.pdf,riegger130
Northern Pacific Railroad Map [1],"A map of the Northern Pacific Railroad company, and multitudes of their routes in Eastern Washington and Northern Idaho. This map is referenced in Hal Riegger's December 14, 1984 letter to Patrick Stafford.",Northern Pacific,,United States; Washington;,,,historical maps; location maps; line-route maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_022,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/131,131,93.jp2,/riegger/image/93.jp2,riegger131
Craigmont Junction Breakheart Pass Set [1],"A photograph of a train stopped at the Craigmont Junction on the set of the film ""Breakheart Pass"". Description from Bill Clem: ""Preparing for ""Indian attacks"" on train at Craigmont Junction prior to dynamiting of car carrying illegal rifles and ammunition in pine coffins. This car is immediately behind locomotive.""","Clem, Bill",,,1975,yes,color photographs; freight trains;films;,,46.240795,-116.470998,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F17_003,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/132,132,227.jp2,/riegger/image/227.jp2,riegger132
"Letter from Todd Sullivan to Hal Riegger, June 14, 1982",Todd Sullivan says Hal Riegger can call him by his first name and explains his photo collection in further detail. Discusses different locomotive types and what pictures he has of them and offers for Reigger to look through them as well as talks about an agreement for their use.,"Sullivan, Todd","Riegger, Hal",United States; New York; Poughkeepsie;,1982-06-14,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_018,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,text,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/133,133,373.pdf,/riegger/image/373.pdf,riegger133
"A Baldwin ""Hog""","A Baldwin 'hog'. The Baldwin hogs were some of Northern Pacific's most famouse engines and some of the largest when built from 1883 through 1891. All were assigned to the mountain divisions, mainly Livingston to Helena and Butte, and in the Coeur d'Alenes and Cascades. Several were used on the Camas Prairie in later years. Most of the hogs were in service for 50 to 60 years.","Nixon, Ron",,,1905-05-03,yes,freight trains; railroads (infrastructure);,,46.242196,-116.472788,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_045,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/134,134,226.jp2,/riegger/image/226.jp2,riegger134
